custid,AreaCode,age,gender,kids,education,income,dataplan,basebill,bill,mins,calls,long,numphones,numother,consecmonths,datause,dataperc,undercontract,Manufacturer,Model,Version,OS,Patch,Mem,Storage,Touchscreen,Color,KPI_DeviceSat,KPI_NetworkQual,servcalls,drops,dropperc,CompPromo60,churn
457920,302,43,F,1,6,33.5,4096,33.98,44.71,488,96,29,1,0,27,697,0.170166015625,N,Motorola,RazrM,Gen7,KitKat,S6,16GB,N,Y,white,0.0177672756776206,0.736806298,0,10,0.0204918032786885,Promo,N
410264,612,25,M,2,8,48.6,2048,144.92,154.7,556,115,29,1,0,34,1347,0.65771484375,N,Apple,iPhone3G,Gen1,iOS6,S4,8GB,N,Y,gold,0.0233150476089775,0.7603546409999999,0,6,0.0107913669064748,NoPromo,N
583358,845,51,M,2,10,63.0,4096,86.08,97.21,441,92,23,1,0,22,960,0.234375,Y,Apple,iPhone5,Gen2,iOS3,S7,64GB,N,Y,black,0.0159889379412996,0.126119755,0,8,0.018140589569160998,NoPromo,N
284602,407,43,M,0,9,71.0,4096,79.13,87.73,322,65,17,1,0,38,0,0.0,N,Apple,iPhone3G,Gen3,iOS6,S2,64GB,Y,Y,white,0.0295375147259188,0.740149873,0,10,0.031055900621117995,NoPromo,Y
709488,607,56,M,1,9,42.2,6144,67.65,78.82,570,62,29,1,0,30,118,0.0192057291666667,N,Motorola,RazrM,Gen3,KitKat,S3,32GB,N,Y,silver,0.0204230335168798,0.7140736990000001,0,10,0.0175438596491228,Promo,N
690258,817,57,M,0,14,93.2,2048,69.08,79.35,465,101,24,2,0,21,528,0.2578125,Y,Samsung,GalaxyS1,Gen1,IceCreamSandwich,S2,8GB,N,Y,gold,0.0135108102573807,0.45787048399999997,0,7,0.0150537634408602,NoPromo,N
709121,252,37,F,3,10,57.2,4096,90.98,105.93,686,73,41,1,0,27,255,0.062255859375,N,Motorola,DroidUltra,Gen1,IceCreamSandwich,S5,16GB,Y,Y,silver,0.0179369463019846,0.465253994,0,6,0.0087463556851312,Promo,N
95647,865,46,F,2,8,59.4,6144,119.27,127.84,600,42,33,2,0,33,168,0.02734375,N,Motorola,DroidMaxx,Gen2,Honeycomb,S2,64GB,N,Y,black,0.0180495133909932,0.52729759,0,8,0.0133333333333333,NoPromo,N
501302,617,34,F,3,12,48.0,6144,102.16,113.27,488,105,26,1,0,40,407,0.0662434895833333,N,Motorola,DroidMaxx,Gen1,Honeycomb,S1,32GB,N,N,red,0.0212093952981533,0.596008496,0,11,0.0225409836065574,NoPromo,N
872951,405,48,F,0,7,56.0,4096,112.66,119.3,583,54,30,1,0,20,1922,0.46923828125,Y,Samsung,Galaxy,Gen1,KitKat,S2,32GB,Y,Y,green,0.0143968195500004,0.714351016,0,11,0.0188679245283019,NoPromo,N
167307,254,47,M,2,7,37.1,6144,69.77,79.22,447,42,26,2,0,23,323,0.0525716145833333,Y,Samsung,GalaxyS0,Gen2,JellyBean,S5,8GB,Y,Y,gold,0.00754650668917063,0.595898673,0,8,0.0178970917225951,NoPromo,N
862009,408,45,F,0,13,81.4,2048,114.22,124.04,698,70,38,2,1,37,207,0.10107421875,N,Motorola,RazrM,Gen1,KitKat,S5,8GB,Y,Y,silver,0.0171894808213289,0.631074633,0,8,0.0114613180515759,NoPromo,N
591812,864,64,F,3,5,45.3,4096,85.0,98.75,447,71,23,1,0,23,175,0.042724609375,Y,Apple,iPhone3G,Gen2,iOS6,S1,8GB,N,N,gold,0.0234430407272127,0.586984301,0,10,0.0223713646532438,Promo,N
275891,564,41,M,0,10,48.6,6144,118.66,129.03,398,77,26,1,0,20,591,0.09619140625,Y,Samsung,Galaxy,Gen1,KitKat,S1,16GB,N,Y,silver,0.0105256920210237,0.549088394,1,10,0.0251256281407035,Promo,N
756213,707,39,M,1,8,60.6,4096,117.78,132.72,601,77,32,1,0,18,418,0.10205078125,Y,HTC,Desire500,Gen1,Bada,S1,32GB,Y,Y,silver,0.0137484946444201,0.480935685,0,7,0.0116472545757072,NoPromo,N
125464,413,58,F,1,12,83.2,4096,48.67,54.9,562,59,30,2,0,25,590,0.14404296875,N,Apple,iPhone5,Gen1,iOS3,S3,16GB,Y,Y,gold,0.0197054365697264,0.755697721,0,9,0.0160142348754448,NoPromo,N
719407,256,27,M,2,11,100.8,4096,144.78,153.84,508,95,29,3,0,47,703,0.171630859375,N,Apple,iPhone4s,Gen2,iOS4,S7,64GB,N,Y,silver,0.0175632688424948,0.590359394,0,11,0.0216535433070866,NoPromo,N
375954,419,45,F,2,10,27.3,4096,97.1,109.46,419,76,24,1,0,14,1220,0.2978515625,Y,Samsung,Galaxy,Gen8,KitKat,S3,32GB,Y,N,green,0.0146784350184231,0.82300172,0,10,0.0238663484486874,Promo,N
370014,304,41,M,2,13,55.8,4096,69.0,80.94,651,70,34,1,0,20,863,0.210693359375,Y,HTC,OneMax,Gen8,Froyo,S5,32GB,Y,Y,white,0.00993700183111639,0.674769965,0,13,0.0199692780337942,NoPromo,N
472136,727,46,M,2,7,85.1,2048,75.56,77.69,485,63,25,1,0,30,111,0.05419921875,N,Apple,iPhone3G,Gen2,iOS6,S2,32GB,N,Y,green,0.0220405697109183,0.76433369,0,10,0.0206185567010309,Promo,N
448746,732,34,F,2,12,95.0,4096,149.95,161.58,350,80,19,1,0,32,343,0.083740234375,N,Samsung,GalaxyS1,Gen6,IceCreamSandwich,S2,64GB,Y,Y,green,0.0125749671772013,0.480705402,0,11,0.0314285714285714,NoPromo,N
380315,619,49,M,2,11,61.1,2048,88.91,100.31,571,94,31,1,0,35,571,0.27880859375,N,Samsung,GalaxyS0,Gen1,JellyBean,S1,32GB,Y,Y,red,0.00984547486176583,0.691894965,0,9,0.0157618213660245,Promo,N
77514,414,45,F,1,12,59.9,2048,83.15,92.46,316,61,20,1,0,20,580,0.283203125,Y,Apple,iPhone4s,Gen2,iOS4,S1,32GB,N,Y,black,0.0176163159877869,0.649688725,0,11,0.0348101265822785,NoPromo,N
744684,352,40,F,2,8,65.4,6144,134.67,144.67,525,52,87,1,0,35,1182,0.1923828125,N,Apple,iPhone4s,Gen3,iOS4,S1,8GB,Y,N,green,0.0323095069826966,0.504723331,0,12,0.0228571428571429,Promo,Y
97826,734,46,F,0,6,110.1,6144,112.91,122.17,563,70,29,1,0,37,706,0.11490885416666699,N,Apple,iPhone3G,Gen6,iOS6,S3,8GB,Y,Y,black,0.0172431442424278,0.6581196579999999,0,8,0.0142095914742451,NoPromo,N
752988,316,50,F,0,9,72.0,2048,93.06,108.62,511,69,29,1,0,30,1399,0.68310546875,N,Apple,iPhone4,Gen2,iOS5,S5,32GB,Y,Y,red,0.0155792283520005,0.710411481,0,14,0.0273972602739726,NoPromo,N
797044,202,47,M,2,10,69.2,4096,61.67,71.13,480,66,26,1,0,32,1099,0.268310546875,N,Apple,iPhone4s,Gen1,iOS4,S1,32GB,Y,Y,green,0.021864945568897,0.68596116,0,9,0.01875,Promo,N
858486,369,45,M,1,8,48.4,4096,95.73,104.73,321,108,22,1,0,20,993,0.242431640625,Y,Motorola,DroidUltra,Gen8,IceCreamSandwich,S3,16GB,N,Y,black,0.0151706653902125,0.5847465070000001,0,12,0.0373831775700935,NoPromo,N
893692,413,42,M,3,9,67.3,2048,43.06,55.41,448,102,24,1,0,36,675,0.32958984375,N,HTC,OneMini,Gen1,IceCreamSandwich,S5,8GB,N,Y,gold,0.010821207959010001,0.755697721,0,11,0.0245535714285714,NoPromo,N
961423,319,26,F,1,11,83.8,6144,133.52,145.05,470,77,24,1,0,20,1290,0.2099609375,Y,Motorola,RazrM,Gen1,KitKat,S4,8GB,Y,Y,white,0.020312736889748,0.701120968,0,12,0.025531914893617003,NoPromo,N
710129,818,42,M,0,8,118.5,4096,101.41,111.84,526,67,29,1,0,29,1211,0.295654296875,N,Samsung,GalaxyS2,Gen1,Honeycomb,S1,32GB,N,Y,black,0.00902107768628144,0.8077399609999999,0,7,0.0133079847908745,NoPromo,N
70377,202,50,F,2,5,91.0,4096,130.13,139.73,601,65,33,1,0,20,1158,0.28271484375,Y,Samsung,GalaxyS1,Gen5,IceCreamSandwich,S2,32GB,Y,Y,white,0.00991482761479388,0.68596116,0,8,0.0133111480865225,Promo,N
782024,203,34,F,1,13,80.9,4096,108.6,118.15,516,85,26,1,0,20,204,0.0498046875,Y,Samsung,GalaxyS2,Gen1,Honeycomb,S3,16GB,Y,Y,black,0.0084861675503186,0.47733741799999996,0,16,0.0310077519379845,NoPromo,N
58814,252,41,M,1,9,49.2,2048,130.42,138.6,427,82,22,2,0,31,1517,0.74072265625,N,Samsung,GalaxyS2,Gen6,Honeycomb,S2,8GB,Y,Y,black,0.0101927452539321,0.465253994,0,9,0.0210772833723653,Promo,N
290059,504,59,M,1,11,62.5,6144,80.31,94.64,500,53,26,2,0,28,290,0.0472005208333333,N,Apple,iPhone4s,Gen2,iOS4,S4,64GB,N,Y,red,0.0210688323216003,0.707910246,0,6,0.012,NoPromo,N
989514,413,28,F,0,7,79.0,4096,88.35,94.13,564,65,28,1,0,19,831,0.202880859375,Y,Samsung,GalaxyS2,Gen1,Honeycomb,S5,16GB,Y,Y,black,0.00864206186319776,0.755697721,0,10,0.0177304964539007,NoPromo,N
54726,856,31,F,0,13,95.0,4096,90.59,106.07,625,62,35,2,0,32,988,0.2412109375,N,Motorola,RazrM,Gen6,KitKat,S4,8GB,N,Y,white,0.0167809314378695,0.678190805,0,6,0.0096,NoPromo,N
228891,818,45,M,1,7,60.4,4096,105.66,111.93,424,71,23,1,0,27,1185,0.289306640625,N,HTC,Desire500,Gen5,Bada,S8,64GB,Y,Y,gold,0.00795911931224735,0.8077399609999999,0,11,0.0259433962264151,NoPromo,N
627809,704,39,F,1,9,79.6,2048,124.26,132.38,570,59,31,2,0,20,1776,0.8671875,Y,Samsung,GalaxyS3,Gen4,Gingerbread,S2,16GB,Y,Y,silver,0.0108269387996701,0.692426419,0,4,0.00701754385964912,NoPromo,N
34335,369,44,M,1,5,20.8,2048,85.92,93.29,399,61,20,1,1,23,816,0.3984375,Y,Samsung,GalaxyS0,Gen7,JellyBean,S3,16GB,N,Y,silver,0.00932370907683827,0.5847465070000001,0,10,0.025062656641604,NoPromo,N
169251,203,39,F,3,7,80.0,2048,64.96,79.41,572,69,32,1,0,28,1369,0.66845703125,N,Motorola,RazrM,Gen7,KitKat,S8,32GB,Y,Y,white,0.0181008098835246,0.47733741799999996,0,7,0.0122377622377622,NoPromo,N
953704,414,35,M,3,8,85.1,4096,135.33,153.87,542,47,32,1,0,20,885,0.216064453125,Y,Samsung,GalaxyS1,Gen1,IceCreamSandwich,S1,32GB,Y,Y,silver,0.0114954085874766,0.649688725,0,10,0.018450184501845,NoPromo,N
496424,417,42,F,1,11,66.4,2048,88.8,96.54,772,57,40,1,0,24,700,0.341796875,N,Apple,iPhone3G,Gen1,iOS6,S2,64GB,N,Y,gold,0.023839211218955,0.20612906399999997,0,9,0.0116580310880829,NoPromo,N
365025,513,47,M,3,7,45.8,4096,113.46,125.04,556,59,34,1,0,23,814,0.19873046875,Y,Apple,iPhone4,Gen2,iOS5,S5,8GB,N,Y,gold,0.0165465066891706,0.548771407,0,11,0.0197841726618705,Promo,N
656138,616,46,F,0,10,63.9,4096,117.13,123.28,502,84,40,1,0,33,1316,0.3212890625,N,Samsung,GalaxyS2,Gen2,Honeycomb,S6,32GB,Y,Y,green,0.00822296364073768,0.73313783,0,11,0.0219123505976096,Promo,N
679815,803,26,M,2,10,85.3,6144,92.81,104.46,499,62,29,1,0,32,824,0.134114583333333,N,Apple,iPhone4,Gen1,iOS5,S4,16GB,N,Y,white,0.0204600343093728,0.600171687,0,6,0.0120240480961924,Promo,N
244516,308,51,M,0,5,63.8,2048,137.19,149.07,538,78,27,2,0,8,751,0.36669921875,Y,Samsung,Galaxy,Gen1,KitKat,S2,8GB,N,Y,gold,0.0137326796649782,0.518515331,0,10,0.0185873605947955,NoPromo,N
99062,282,32,M,2,11,83.8,6144,65.34,83.14,656,83,32,1,0,14,466,0.0758463541666667,Y,Apple,iPhone4s,Gen1,iOS4,S4,64GB,N,Y,white,0.0228847276321383,0.637437199,0,8,0.0121951219512195,NoPromo,N
937687,562,38,F,1,8,74.8,2048,104.02,108.41,435,73,25,1,0,23,1283,0.62646484375,Y,Apple,iPhone4,Gen2,iOS5,S2,32GB,Y,N,black,0.0243932132125778,0.696959938,0,10,0.0229885057471264,NoPromo,N
344795,304,31,M,1,10,71.5,6144,73.17,81.59,645,94,32,1,1,26,831,0.13525390625,N,Samsung,Galaxy,Gen2,KitKat,S5,8GB,Y,Y,white,0.00793999414754051,0.674769965,0,6,0.00930232558139535,NoPromo,N
450204,703,41,M,2,7,94.2,6144,89.37,99.9,635,101,36,2,0,23,167,0.0271809895833333,Y,Motorola,DroidUltra,Gen1,IceCreamSandwich,S2,16GB,N,N,white,0.0251623320348296,0.504101766,0,4,0.0062992125984252,Promo,N
69351,567,52,M,1,8,60.9,6144,67.14,71.55,543,70,28,1,0,30,29,0.00472005208333333,N,Samsung,Galaxy,Gen6,KitKat,S7,16GB,Y,Y,green,0.00918779552029636,0.699822899,0,10,0.0184162062615101,NoPromo,N
949467,435,47,F,1,11,71.0,6144,30.1,45.43,426,97,32,1,0,40,418,0.0680338541666667,N,Samsung,GalaxyS0,Gen1,JellyBean,S5,8GB,Y,N,black,0.0144527446013261,0.739349272,0,9,0.0211267605633803,NoPromo,N
494518,636,57,M,1,14,70.4,6144,72.9,87.12,540,73,31,1,0,20,569,0.0926106770833333,Y,Motorola,RazrM,Gen2,KitKat,S1,32GB,Y,Y,silver,0.0169892019515557,0.180675803,0,12,0.0222222222222222,NoPromo,N
118299,307,48,F,2,12,40.6,4096,71.0,84.17,501,60,30,2,1,38,519,0.126708984375,N,Apple,iPhone5,Gen1,iOS3,S2,32GB,Y,Y,black,0.0224620870429369,0.682172714,0,7,0.0139720558882236,Promo,N
293998,606,43,F,0,10,69.4,6144,75.43,93.37,608,122,33,1,0,30,239,0.0388997395833333,N,Motorola,DroidMini,Gen2,JellyBean,S3,16GB,N,Y,green,0.0121706815937879,0.280732339,0,10,0.0164473684210526,Promo,N
71257,254,47,M,1,8,56.7,4096,105.32,113.67,631,75,34,2,0,35,996,0.2431640625,N,Motorola,RazrM,Gen1,KitKat,S1,8GB,Y,Y,green,0.0195084572180814,0.595898673,0,6,0.009508716323296359,NoPromo,N
182641,307,29,M,2,6,45.6,6144,52.8,54.72,375,52,20,2,0,24,781,0.127115885416667,N,Motorola,RazrM,Gen6,KitKat,S3,16GB,Y,Y,silver,0.0142787362027965,0.682172714,0,9,0.024,Promo,N
523151,402,33,M,2,13,49.8,2048,41.05,47.23,520,80,27,2,0,35,440,0.21484375,N,Apple,iPhone3G,Gen2,iOS6,S2,64GB,N,Y,white,0.0214214720819302,0.6793432159999999,0,7,0.0134615384615385,NoPromo,N
704119,203,38,M,4,11,91.5,2048,97.26,107.6,382,95,20,1,0,28,279,0.13623046875,N,Motorola,RazrM,Gen1,KitKat,S7,16GB,Y,Y,gold,0.0173287914778147,0.47733741799999996,0,14,0.0366492146596859,NoPromo,Y
490170,812,60,M,0,13,62.6,4096,92.0,100.38,560,49,29,1,0,22,426,0.10400390625,Y,Motorola,DroidMini,Gen7,JellyBean,S1,32GB,N,Y,silver,0.018033300183089,0.659160634,0,10,0.0178571428571429,NoPromo,N
359406,636,49,F,1,14,112.0,2048,107.69,115.84,558,42,28,1,0,38,686,0.3349609375,N,Motorola,DroidUltra,Gen1,IceCreamSandwich,S4,16GB,N,Y,gold,0.0185633376061932,0.180675803,0,11,0.0197132616487455,NoPromo,N
884326,563,29,F,2,10,91.5,6144,114.64,131.45,449,77,26,1,0,28,808,0.131510416666667,N,Apple,iPhone4,Gen2,iOS5,S3,32GB,N,Y,silver,0.0148083379294402,0.303557093,0,13,0.0289532293986637,NoPromo,N
583101,563,22,F,2,6,78.7,2048,116.55,129.69,499,37,25,1,1,37,978,0.4775390625,N,Samsung,Galaxy,Gen1,KitKat,S5,16GB,Y,Y,black,0.00979229676183605,0.303557093,0,9,0.0180360721442886,NoPromo,N
308307,636,35,M,1,8,54.8,6144,98.37,102.86,470,60,25,1,0,23,856,0.139322916666667,Y,Motorola,DroidMini,Gen1,JellyBean,S2,8GB,Y,Y,red,0.0198081264600082,0.180675803,0,12,0.025531914893617003,NoPromo,N
847163,619,44,F,1,11,56.2,6144,85.54,89.24,367,71,18,1,0,23,93,0.01513671875,Y,Samsung,GalaxyS4,Gen2,Froyo,S3,64GB,N,Y,silver,0.0060236810855871,0.691894965,0,7,0.0190735694822888,Promo,N
99711,304,33,M,0,7,89.0,6144,99.79,110.99,707,91,38,1,0,37,1354,0.220377604166667,N,Samsung,GalaxyS0,Gen1,JellyBean,S5,64GB,Y,Y,gold,0.00954029286537904,0.674769965,0,10,0.0141442715700141,NoPromo,N
114872,308,36,M,0,7,71.7,6144,96.75,105.04,616,53,32,1,0,31,1798,0.29264322916666696,N,Apple,iPhone3G,Gen1,iOS6,S3,16GB,Y,Y,white,0.0197941821704219,0.518515331,0,10,0.0162337662337662,NoPromo,N
728006,865,47,M,1,7,87.9,6144,160.98,172.86,483,83,24,2,0,38,1078,0.175455729166667,N,Apple,iPhone4s,Gen6,iOS4,S2,8GB,N,Y,gold,0.0209945071970769,0.52729759,0,9,0.0186335403726708,NoPromo,N
335754,602,45,M,3,7,76.6,4096,139.04,149.39,474,94,28,1,0,29,1331,0.324951171875,N,Apple,iPhone3G,Gen4,iOS6,S3,16GB,N,Y,white,0.0173486107993269,0.83990507,0,9,0.0189873417721519,NoPromo,N
27789,805,54,F,1,13,103.9,4096,114.45,124.26,447,36,25,1,0,19,596,0.1455078125,Y,Motorola,DroidUltra,Gen2,IceCreamSandwich,S3,8GB,Y,N,red,0.0194927683174706,0.6602531070000001,0,9,0.0201342281879195,NoPromo,N
334955,614,42,F,1,8,83.3,4096,127.05,138.23,710,41,37,1,0,16,517,0.126220703125,Y,Samsung,GalaxyS1,Gen2,IceCreamSandwich,S1,64GB,Y,Y,silver,0.0108236563568198,0.669523864,0,10,0.0140845070422535,Promo,N
803118,307,41,M,1,12,50.4,4096,100.31,114.39,609,65,42,2,0,33,1181,0.288330078125,N,Samsung,GalaxyS3,Gen1,Gingerbread,S2,32GB,Y,N,black,0.0180105104766891,0.682172714,0,11,0.0180623973727422,Promo,N
976517,478,51,M,1,8,93.4,4096,119.94,135.43,527,42,28,2,0,37,912,0.22265625,N,Motorola,RazrM,Gen1,KitKat,S3,32GB,N,Y,green,0.0159348691221115,0.505495235,0,11,0.0208728652751423,NoPromo,N
39074,309,58,F,1,11,62.9,6144,72.93,82.95,371,96,19,2,0,23,865,0.140787760416667,Y,Samsung,Galaxy,Gen6,KitKat,S3,32GB,Y,Y,white,0.00671716720455959,0.494816793,0,11,0.0296495956873315,Promo,N
702526,352,23,F,0,8,68.7,4096,151.99,170.93,393,72,21,1,0,22,399,0.097412109375,Y,Samsung,GalaxyS1,Gen1,IceCreamSandwich,S7,32GB,N,Y,gold,0.00922382707397975,0.504723331,0,9,0.0229007633587786,Promo,N
622414,202,31,F,1,10,66.0,4096,126.29,130.98,567,73,28,1,0,8,1230,0.30029296875,Y,Motorola,DroidUltra,Gen1,IceCreamSandwich,S7,8GB,Y,Y,black,0.0174340824297615,0.68596116,0,8,0.0141093474426808,Promo,N
19840,507,44,M,1,10,66.5,6144,94.51,107.03,485,72,25,2,1,26,346,0.0563151041666667,N,HTC,Desire500,Gen1,Bada,S5,32GB,Y,Y,green,0.0119227196432045,0.676293785,0,9,0.0185567010309278,NoPromo,N
928176,203,46,F,1,6,32.4,4096,138.5,144.96,541,48,28,1,0,27,0,0.0,N,Motorola,MotoG,Gen5,Gingerbread,S1,32GB,Y,Y,black,0.013695275058098,0.47733741799999996,0,11,0.0203327171903882,NoPromo,N
829486,804,38,F,0,8,51.4,4096,31.44,40.55,456,57,27,2,0,19,0,0.0,Y,Samsung,Galaxy,Gen3,KitKat,S4,64GB,Y,Y,black,0.018053403111323002,0.578274481,0,6,0.0131578947368421,NoPromo,N
368817,708,45,F,1,11,66.9,2048,76.15,77.99,471,77,25,1,0,3,654,0.3193359375,Y,Samsung,GalaxyS1,Gen2,IceCreamSandwich,S2,32GB,Y,Y,silver,0.0112567835798726,0.7251544259999999,0,8,0.0169851380042463,NoPromo,N
899606,347,51,F,0,9,84.1,2048,65.04,70.49,291,79,14,2,0,36,1190,0.5810546875,N,Apple,iPhone4s,Gen1,iOS4,S4,8GB,Y,Y,silver,0.0228888698089772,0.771366181,0,9,0.0309278350515464,Promo,N
61344,309,31,F,2,6,47.2,4096,96.02,99.75,535,70,27,1,0,23,1012,0.2470703125,Y,Motorola,MotoG,Gen1,Gingerbread,S9,16GB,Y,N,red,0.0196613695472068,0.494816793,0,12,0.0224299065420561,Promo,N
744921,703,45,F,2,6,69.8,6144,113.2,132.34,544,53,48,1,0,30,359,0.0584309895833333,N,Samsung,GalaxyS0,Gen3,JellyBean,S4,8GB,Y,Y,red,0.0166210338341923,0.504101766,0,13,0.0238970588235294,Promo,N
376077,305,35,M,0,11,96.8,2048,108.28,116.89,513,66,26,2,0,13,851,0.41552734375,Y,Apple,iPhone3G,Gen6,iOS6,S2,64GB,N,Y,white,0.0223306759531896,0.72642769,0,10,0.0194931773879142,NoPromo,N
118195,803,54,M,3,7,60.1,6144,100.25,105.69,384,85,20,1,0,27,1027,0.167154947916667,N,Apple,iPhone3G,Gen2,iOS6,S7,64GB,Y,Y,gold,0.0186970669004672,0.600171687,0,16,0.0416666666666667,Promo,Y
108509,707,35,F,3,12,45.3,2048,77.06,82.41,665,57,35,1,0,18,839,0.40966796875,Y,HTC,OneMini,Gen1,IceCreamSandwich,S2,16GB,N,Y,black,0.0143152154251189,0.480935685,0,7,0.0105263157894737,NoPromo,N
736,727,48,M,0,11,96.7,6144,107.96,123.01,471,76,24,1,0,40,491,0.0799153645833333,N,Apple,iPhone3G,Gen5,iOS6,S2,32GB,Y,Y,black,0.0204402922598048,0.76433369,0,9,0.0191082802547771,Promo,N
718173,752,52,M,1,5,59.2,6144,108.41,117.58,450,75,24,2,0,28,180,0.029296875,N,Apple,iPhone5c,Gen1,iOS,S2,16GB,Y,Y,red,0.0230404284801398,0.782987398,0,8,0.0177777777777778,Promo,N
817490,606,20,F,3,10,97.1,6144,186.68,206.48,576,126,30,1,0,22,581,0.0945638020833333,Y,Motorola,MotoG,Gen6,Gingerbread,S2,32GB,N,Y,white,0.0160187859745357,0.280732339,0,10,0.0173611111111111,Promo,N
45904,612,16,M,1,6,66.2,4096,106.76,118.92,544,116,35,1,0,16,653,0.159423828125,Y,Apple,iPhone3G,Gen1,iOS6,S4,8GB,N,Y,red,0.0222249176227284,0.7603546409999999,0,9,0.0165441176470588,NoPromo,N
788482,404,44,M,1,11,89.9,2048,104.24,112.4,550,35,33,1,0,21,1117,0.54541015625,Y,Apple,iPhone3G,Gen2,iOS6,S1,64GB,Y,Y,black,0.0190168922989248,0.5587315279999999,0,9,0.0163636363636364,Promo,N
369906,404,53,M,1,7,72.7,4096,113.52,128.18,568,89,30,2,0,18,954,0.23291015625,Y,Samsung,GalaxyS1,Gen3,IceCreamSandwich,S5,8GB,N,N,red,0.0192047089920978,0.5587315279999999,0,11,0.0193661971830986,Promo,N
793125,617,48,M,2,12,52.8,2048,86.5,100.87,438,92,27,1,0,26,689,0.33642578125,N,Apple,iPhone4,Gen5,iOS5,S1,8GB,Y,N,white,0.0215341793554465,0.596008496,0,10,0.0228310502283105,NoPromo,N
939355,308,34,M,1,5,71.6,2048,95.29,99.52,542,12,28,1,0,18,0,0.0,Y,Samsung,Galaxy,Gen2,KitKat,S4,16GB,Y,Y,gold,0.0106509934320648,0.518515331,0,8,0.014760147601476002,NoPromo,N
733121,574,48,M,0,10,118.6,6144,109.11,121.38,585,85,29,1,0,32,0,0.0,N,Motorola,DroidUltra,Gen1,IceCreamSandwich,S3,8GB,N,Y,red,0.0161413978985807,0.57554101,0,12,0.0205128205128205,Promo,N
77380,213,45,M,1,8,99.0,2048,91.81,101.74,407,58,21,2,0,22,942,0.4599609375,Y,Samsung,Galaxy,Gen6,KitKat,S1,8GB,Y,Y,white,0.00930707539563157,0.44997074299999995,0,14,0.0343980343980344,NoPromo,N
897124,546,48,M,1,6,61.8,2048,110.37,122.67,467,83,25,1,0,27,1250,0.6103515625,N,HTC,Desire500,Gen1,Bada,S5,32GB,Y,Y,white,0.0112804993646696,0.666486778,0,12,0.0256959314775161,Promo,N
719338,319,47,F,2,6,42.2,2048,85.17,92.79,577,30,31,1,0,38,789,0.38525390625,N,HTC,Butterfly,Gen5,JellyBean,S6,8GB,Y,Y,red,0.00640251136799656,0.701120968,0,11,0.0190641247833622,NoPromo,N
984140,567,39,F,2,9,90.0,4096,78.3,93.84,442,68,22,1,0,31,1102,0.26904296875,N,Samsung,Galaxy,Gen1,KitKat,S5,8GB,N,Y,red,0.00924448064876945,0.699822899,0,9,0.0203619909502262,NoPromo,N
956545,509,42,F,2,13,76.3,6144,82.83,96.6,512,66,28,1,0,30,1101,0.17919921875,N,HTC,Desire500,Gen3,Bada,S3,16GB,Y,N,silver,0.0206731154377331,0.683470195,0,8,0.015625,Promo,N
83142,415,39,M,1,12,59.5,2048,81.73,92.68,451,87,23,1,0,34,612,0.298828125,N,Motorola,RazrM,Gen1,KitKat,S1,8GB,Y,Y,black,0.0182026665131965,0.662148594,0,8,0.0177383592017738,NoPromo,N
921533,352,34,F,2,10,85.8,4096,133.44,147.61,504,82,27,1,0,33,989,0.241455078125,N,Apple,iPhone3G,Gen1,iOS6,S5,8GB,Y,Y,silver,0.0211226819846436,0.504723331,0,7,0.0138888888888889,Promo,N
7636,316,61,M,1,7,57.5,2048,82.35,90.12,472,73,27,2,0,16,1195,0.58349609375,Y,Apple,iPhone5c,Gen1,iOS,S2,8GB,Y,N,red,0.0282789757254892,0.710411481,0,8,0.0169491525423729,NoPromo,N
545716,574,59,M,0,9,69.6,6144,67.55,76.88,449,78,23,1,0,30,577,0.0939127604166667,N,Motorola,DroidUltra,Gen2,IceCreamSandwich,S1,32GB,Y,Y,black,0.0156754945665001,0.57554101,0,8,0.0178173719376392,Promo,N
950237,352,44,M,1,8,101.0,2048,17.83,30.89,521,86,27,1,0,27,0,0.0,N,Samsung,GalaxyS2,Gen2,Honeycomb,S4,16GB,Y,Y,red,0.0101643832480838,0.504723331,0,8,0.0153550863723608,Promo,N
610645,707,39,F,1,10,49.6,6144,98.13,116.95,607,74,43,2,0,31,0,0.0,N,Apple,iPhone3G,Gen1,iOS6,S1,16GB,Y,Y,silver,0.0213256920210237,0.480935685,0,7,0.0115321252059308,NoPromo,N
349801,252,44,M,2,8,110.6,4096,148.88,159.25,594,74,39,1,0,24,529,0.129150390625,N,Motorola,RazrM,Gen8,KitKat,S1,64GB,N,Y,red,0.0179565839669315,0.465253994,0,13,0.0218855218855219,Promo,N
380903,602,40,F,0,11,46.3,6144,24.96,33.86,578,89,31,1,0,37,1493,0.243001302083333,N,HTC,Butterfly,Gen2,JellyBean,S2,64GB,Y,Y,silver,0.012293517921625,0.83990507,0,14,0.0242214532871972,NoPromo,N
139898,317,55,F,0,4,111.7,4096,114.1,121.35,536,83,28,2,0,26,299,0.072998046875,N,Motorola,DroidMaxx,Gen2,Honeycomb,S3,32GB,Y,Y,black,0.012741795347248001,0.526147204,0,14,0.0261194029850746,NoPromo,Y
135631,737,47,F,1,7,84.0,4096,80.64,88.59,628,47,31,2,0,32,0,0.0,N,HTC,Desire500,Gen7,Bada,S2,8GB,Y,Y,black,0.0158892819967674,0.42586013,0,9,0.0143312101910828,NoPromo,N
