custid,dropperc,mins,consecmonths,age,income,churn_Y,prob
615059,0.0175131348511384,571,27,43,78.0,0,0.0041777740634439155
592615,0.0143737166324435,487,33,38,74.4,0,0.003635909612912989
642693,0.017274472168906003,521,33,78,88.6,1,0.44369958791952746
870134,0.0154525386313466,453,26,40,74.7,0,0.0024605295303785253
315678,0.0157618213660245,571,24,48,69.6,0,0.0025088585287426912
746812,0.0222222222222222,495,32,59,85.3,0,0.006122335517049893
787578,0.00960219478737997,729,28,36,74.6,0,0.00076614671123003
445924,0.0164948453608247,485,21,29,91.4,0,0.00019781595807674376
676503,0.0305555555555556,360,37,43,79.3,1,0.28480883488920566
385816,0.02088772845953,383,24,64,91.6,0,0.004577045135999889
842658,0.0164609053497942,486,22,54,83.2,0,0.00017444702870588328
828684,0.008645533141210379,694,27,39,50.7,0,0.0004741290981923789
368572,0.0280898876404494,356,39,47,69.8,0,0.10500495829881473
157504,0.018018018018018004,555,10,41,105.5,0,0.000154461399642293
125952,0.0233644859813084,428,27,50,65.6,0,0.02091029127248623
172741,0.0238095238095238,378,35,55,67.9,0,0.01034820389058748
791048,0.0075187969924812,665,20,47,65.7,0,0.00015513526012094227
832551,0.0233644859813084,428,32,37,76.3,0,0.024933446588373886
254324,0.0232558139534884,473,38,45,92.2,0,0.09919869803947215
135177,0.0202578268876611,543,24,48,50.2,0,0.004279134623190485
670975,0.0157894736842105,570,24,37,89.7,0,0.006826837591130403
409755,0.0245535714285714,448,31,40,61.6,0,0.03259831014925286
243059,0.0266903914590747,562,24,56,86.3,1,0.23998639729087
433198,0.0125628140703518,398,37,54,45.5,0,0.0002581142565757682
543728,0.0294117647058824,374,23,59,58.3,0,8.4690415463173e-05
60079,0.0306406685236769,359,29,23,78.2,1,0.44451605029037666
987108,0.0221774193548387,496,23,45,100.9,0,0.0010572788264313054
585048,0.0315186246418338,349,26,20,97.0,0,0.39037616454178464
483990,0.0248306997742664,443,35,32,69.4,0,0.04513547280033492
72632,0.0171821305841924,582,33,19,57.0,0,0.000601386281652531
558656,0.0124555160142349,562,20,41,55.6,0,0.00010672980013179058
707074,0.0462633451957295,281,24,43,57.8,1,0.9359122788700296
624930,0.00931098696461825,537,32,52,92.6,0,0.0008320186726173503
663396,0.0220385674931129,363,30,49,85.8,0,0.011102299016646642
636219,0.0212765957446809,329,28,42,65.9,0,0.00291963103982467
613688,0.029585798816567994,338,14,44,100.5,0,8.946250908315686e-05
420279,0.0509090909090909,275,32,53,70.9,1,0.9004808573797667
637129,0.017725258493353,677,27,69,76.8,0,0.0011460968889084359
207087,0.0125,480,29,44,101.7,0,0.0005218056489051534
293907,0.0187793427230047,426,21,40,75.3,0,0.00022082355751819113
909449,0.0238532110091743,545,23,34,70.2,0,0.0009583215808800582
707490,0.020109689213893996,547,37,29,48.8,0,0.005062061822791379
397912,0.0211038961038961,616,19,40,54.5,0,0.0008314394739013802
232815,0.0121317157712305,577,35,62,92.4,0,0.0002459724567141446
947804,0.0152284263959391,591,35,35,73.2,0,0.0043789053859295095
503791,0.0181159420289855,552,36,47,73.2,0,0.0027667789469946105
716825,0.0165016501650165,606,20,35,56.7,0,0.00026995364352267994
297920,0.0141093474426808,567,3,41,112.3,0,0.00021863297330715695
605382,0.0142566191446029,491,35,64,84.3,0,0.0015899582323449838
761848,0.0412979351032448,339,22,54,73.4,0,0.00011212029066157969
513719,0.0126182965299685,634,34,32,103.6,0,0.0010282560358728966
123738,0.0186915887850467,535,27,34,73.5,0,0.0027866249335656993
803189,0.0252293577981651,436,28,48,64.2,0,0.0915252022161553
701999,0.0154639175257732,582,42,40,56.7,0,0.005787737056404093
29159,0.0114285714285714,525,13,33,66.7,0,0.00015102403498545218
612477,0.0172786177105832,463,31,39,97.7,0,0.003772240849296978
123373,0.0148975791433892,537,33,40,73.3,0,0.0028780875321861112
440353,0.0211764705882353,425,9,43,87.1,0,0.0005084950427235872
761900,0.0385964912280702,285,19,23,62.8,0,0.00020948918038835677
166989,0.0230414746543779,434,23,37,57.4,0,0.00029805761661853093
685367,0.00827814569536424,604,18,30,65.7,0,0.00020321922436641115
224831,0.0216919739696312,461,28,52,45.6,0,0.003837604990519928
20155,0.0117845117845118,594,37,46,86.4,0,0.0018603188456810904
510289,0.0163339382940109,551,27,49,76.4,0,0.0022131737984586153
289987,0.0172043010752688,465,10,39,71.0,0,0.00015685228991458943
217559,0.0169491525423729,472,30,34,25.5,0,0.0004383430451295207
937761,0.0142348754448399,562,28,40,78.1,0,0.0056391016770446474
840525,0.0209923664122137,524,22,47,80.7,0,0.00043111244215841507
669680,0.0246085011185682,447,31,54,68.0,0,0.028854028830791526
513211,0.0344827586206897,319,40,38,66.3,0,0.41340608015640906
765501,0.0320987654320988,405,18,48,41.3,0,7.37612394314946e-05
14839,0.0341614906832298,322,18,30,56.2,0,0.0001460857738424284
99452,0.0375,240,26,50,78.9,0,0.12635092583187796
610259,0.0436363636363636,275,24,37,87.2,1,0.8301387290547092
876688,0.016,625,34,42,61.8,0,0.004654216419305048
313431,0.0168970814132104,651,24,41,45.7,0,0.0018593604561174097
984708,0.0258823529411765,425,17,53,123.5,0,0.0009170664068179906
948015,0.041958041958042,286,21,28,60.6,0,0.00018001199952068407
417748,0.027972027972028,286,36,20,84.6,1,0.3194596639194948
985916,0.0167785234899329,596,8,52,66.7,0,0.0001708383651764046
155865,0.0188356164383562,584,26,35,95.2,0,0.010050974525518874
307046,0.0131868131868132,455,18,35,32.5,0,7.552184894990825e-05
987309,0.0134932533733133,667,21,24,42.8,0,4.551883246615561e-05
17671,0.0262582056892779,457,27,37,55.8,0,0.057033532562866474
103310,0.0233918128654971,513,34,32,30.6,0,0.018031790372102202
376180,0.01985559566787,554,33,27,58.7,0,0.01186293533302266
757931,0.0216867469879518,415,41,28,67.9,0,0.015907463302960508
948250,0.00638977635782748,626,37,31,60.4,0,0.001545479575753994
418629,0.0136186770428016,514,22,38,66.6,0,0.00015441277584371573
40031,0.0230179028132992,391,14,40,101.1,0,0.0007840997227522931
189333,0.0170454545454545,528,22,33,68.0,0,0.00018477072189781207
902064,0.0271398747390397,479,13,40,62.3,0,0.00030629953227518975
421871,0.0235602094240838,382,11,42,84.3,0,0.0004804841459781884
328158,0.0203619909502262,442,39,36,79.1,0,0.030437295403484665
578613,0.0205607476635514,535,42,18,77.8,1,0.2633294151179709
993811,0.0207792207792208,385,26,66,75.9,0,0.0026956468955562337
733525,0.0288461538461538,416,27,44,67.0,0,0.20465373491209282
4417,0.0172043010752688,465,26,30,39.1,0,0.000633899949974225
7763,0.0161290322580645,558,27,54,79.2,0,0.0028246708749831637
882641,0.0146252285191956,547,43,41,75.8,0,0.0038875085287529317
388013,0.0147874306839187,541,36,44,79.4,0,0.00460647316701269
737532,0.025062656641604,399,27,37,78.1,1,0.08625303238828576
721548,0.0112834978843441,709,25,50,71.2,0,0.0006082300902041231
711700,0.0160919540229885,435,28,27,77.3,0,0.0007014410601477571
459037,0.0114566284779051,611,32,28,99.2,0,0.0009183998703614565
210924,0.0124223602484472,644,31,46,57.8,0,0.0005559909170992721
570875,0.0227272727272727,484,26,58,75.1,0,0.011550158094420537
721088,0.0204498977505112,489,17,50,81.6,0,0.0002998144563932979
138633,0.0161725067385445,371,23,37,57.8,0,0.00014075706943223617
249510,0.0221238938053097,452,37,55,64.2,0,0.01301725581379595
720770,0.0161870503597122,556,30,37,40.2,0,0.0008850276611361484
330181,0.025706940874036,389,32,58,65.5,0,0.016409962918299485
962844,0.0237154150197628,506,47,46,77.0,0,0.1349473500789309
324187,0.0210526315789474,475,30,50,55.7,0,0.002616433073268422
788082,0.0159574468085106,564,20,39,104.4,0,0.00016672013975605753
944120,0.0189393939393939,528,30,34,55.8,0,0.000912742767557512
529701,0.0161001788908766,559,22,45,89.3,0,0.00036472371975487236
16158,0.0166666666666667,600,38,50,77.2,0,0.006149472274472339
888648,0.0166666666666667,540,16,36,68.3,0,0.0001832262159414426
755270,0.0246406570841889,487,28,52,95.7,1,0.07452652754329692
395427,0.0226843100189036,529,29,57,44.0,0,0.005011536354561358
254821,0.0330578512396694,363,42,34,83.4,1,0.5428665500545705
907270,0.033033033033032996,333,7,55,64.7,0,4.664253969515455e-05
817815,0.0200892857142857,448,22,40,76.1,0,0.00019366154063338615
423669,0.0202839756592292,493,23,30,55.2,0,0.000140275694698151
334637,0.0149812734082397,534,27,42,73.5,0,0.002962123773269566
748190,0.0334728033472803,239,27,21,52.9,0,0.15293482061984204
323520,0.0116959064327485,513,25,61,79.9,0,0.00017965878270236158
903825,0.0178571428571429,392,31,61,122.5,0,0.0009989895242830847
556128,0.0157790927021696,507,29,44,86.1,0,0.003990303087149685
588382,0.0135593220338983,590,26,39,69.5,0,0.0008145017947547104
901266,0.0123893805309735,565,30,38,66.4,0,0.0006864291014291509
999530,0.0266272189349112,338,36,43,79.0,0,0.025281206809979473
376190,0.0222841225626741,359,26,44,104.8,0,0.026042617664552816
762052,0.0148148148148148,405,14,27,64.9,0,6.178595191035552e-05
336244,0.0194174757281553,412,5,39,49.9,0,0.0001183786179398831
992180,0.0173076923076923,520,24,52,74.7,0,0.0020798429516501377
499007,0.026525198938992,377,24,39,64.5,0,0.020139563710390676
108867,0.0260521042084168,499,23,52,74.5,0,0.0005333574934906294
128638,0.0340314136125654,382,27,31,95.3,1,0.8677203212448769
238806,0.0172661870503597,695,22,24,65.2,0,8.472176191983203e-05
3308,0.0152905198776758,654,22,53,55.4,0,0.00011413565600810479
186716,0.0154373927958834,583,41,35,97.2,0,0.013763636041958854
64730,0.0122448979591837,490,32,34,85.3,0,0.001095154877819696
577089,0.0283018867924528,424,19,52,61.6,0,0.00024701734191909176
337041,0.0102249488752556,489,37,40,65.1,0,0.0009570352645495344
499166,0.0287081339712919,418,29,29,61.1,1,0.34355971237905725
314481,0.0259481037924152,501,30,26,57.9,1,0.45544279388355674
98285,0.0243055555555556,576,24,54,60.6,0,0.048331871431880905
225255,0.0154109589041096,584,17,40,91.6,0,0.00046529735719973744
804872,0.0191489361702128,470,28,46,71.2,0,0.0024605295303785253
537173,0.0215686274509804,510,21,42,52.6,0,0.0003519096515271547
871375,0.0238611713665944,461,13,37,74.1,0,0.00029288668533438886
370516,0.0221774193548387,496,15,21,112.2,0,0.0023874310495183983
114738,0.0221729490022173,451,22,37,70.8,0,0.0002544074780148208
648032,0.0132075471698113,530,37,30,52.9,0,0.0003327387965889025
814627,0.0257936507936508,504,34,51,76.3,0,0.24297707443352792
431248,0.012924071082391,619,34,35,63.9,0,0.0008334203583119973
946644,0.019271948608137,467,33,43,59.3,0,0.006255493611931527
695712,0.0112721417069243,621,33,31,71.8,0,0.0007726011502626885
957762,0.019047619047619,525,31,44,77.0,0,0.0028780875321861112
143453,0.0129032258064516,620,14,24,38.0,0,6.294590496777975e-05
427957,0.0219560878243513,501,33,54,56.8,0,0.00897843435235304
796583,0.0376712328767123,292,23,41,53.9,0,3.511017926653466e-05
481782,0.0245901639344262,488,30,39,82.9,0,0.07214754081117221
800566,0.0249376558603491,401,32,58,119.0,0,0.04111552587812535
816139,0.0217983651226158,367,36,57,64.7,0,0.009267027030543915
423847,0.0128755364806867,466,16,43,96.7,0,0.00029470923074451213
602384,0.016260162601626,492,42,58,87.9,0,0.002061459129675444
964734,0.0201511335012594,397,30,29,68.1,0,0.010122444436709246
24541,0.0190274841437632,473,27,30,56.2,0,0.0007862927843085642
853766,0.016,500,35,55,94.0,0,0.0028796528799276172
771857,0.0233160621761658,386,25,52,50.7,0,0.005463498413348202
669330,0.021978021978022,455,23,42,62.5,0,0.00025862131867879207
426679,0.0138067061143984,507,8,40,46.7,0,8.750049202339849e-05
482589,0.0202839756592292,493,27,49,92.7,0,0.016983668981166936
24207,0.0184696569920844,379,22,34,67.2,0,0.00014821786430043934
635363,0.0212314225053079,471,30,43,70.9,0,0.011106171421153437
894455,0.0163487738419619,367,22,37,61.0,0,0.00014821786430043934
512264,0.0164670658682635,668,26,47,95.4,0,0.006430699277002685
889097,0.0243362831858407,452,38,29,108.9,0,0.16477347978453535
268789,0.016597510373443997,482,19,51,106.0,0,9.616523157650149e-05
663141,0.01669449081803,599,26,36,75.0,0,0.004026593713184388
46447,0.0237341772151899,632,41,35,77.7,1,0.5907020076227717
724311,0.0205761316872428,486,27,56,56.2,0,0.002307197089814913
185284,0.0264423076923077,416,33,29,67.9,0,0.10578924226042084
601333,0.0122282608695652,736,29,46,112.2,0,0.0007088170823030638
533622,0.0155555555555556,450,29,21,34.9,0,0.0003451761716839094
623623,0.0292397660818713,342,17,53,58.4,0,2.7768634660740702e-05
394901,0.0111464968152866,628,26,39,40.8,0,0.0004741290981923789
920948,0.0170068027210884,588,19,41,73.5,0,0.0002732958132359645
62499,0.0146788990825688,545,38,51,80.3,0,0.004056033961821086
350311,0.0130813953488372,688,18,49,91.7,0,0.0002641460914123798
607818,0.023696682464455002,422,30,43,77.1,0,0.033520963342401386
816093,0.0200364298724954,549,34,28,46.5,0,0.002742285640359682
919468,0.0376175548589342,319,30,24,75.3,1,0.8619552943197168
395828,0.0298507462686567,469,24,57,55.4,0,0.08328244051628508
906851,0.0248138957816377,403,31,43,63.8,0,0.02573525029022257
592876,0.0250569476082005,439,21,33,34.0,0,0.0001492898981336783
479956,0.018000000000000002,500,19,43,101.6,0,0.00012888157969420119
971763,0.0238095238095238,378,13,52,27.9,0,0.00010242695475806422
164509,0.0289156626506024,415,20,42,70.6,0,0.00014743657198655253
435171,0.0164705882352941,425,23,32,61.4,0,0.00019266868931366467
291280,0.0268817204301075,372,30,45,38.7,0,0.008033188893743066
572328,0.0190641247833622,577,23,26,74.5,0,7.047455865761473e-05
971540,0.0232558139534884,430,38,41,53.3,0,0.01667946081227479
764884,0.009765625,512,35,46,50.6,0,0.0003198957254938039
693590,0.023109243697479,476,28,26,53.0,0,0.012761166818416115
393310,0.026431718061674,454,34,31,78.6,0,0.22259814669483566
685275,0.0159857904085258,563,23,39,48.7,0,0.00011230668337833178
819672,0.0147420147420147,407,32,37,80.6,0,0.006680251489036236
105563,0.0163265306122449,490,26,30,69.2,0,0.002199494116199131
546014,0.015817223198594,569,20,66,69.6,0,0.00014179168260285366
117192,0.0186721991701245,482,24,55,93.5,0,0.0022991440642849393
84516,0.0145985401459854,548,30,64,92.5,0,0.001316355826549174
11206,0.0165631469979296,483,29,44,83.6,0,0.0035008182735303353
586568,0.0127118644067797,472,5,43,43.5,0,0.00012519560984821073
113236,0.0167597765363128,537,30,60,66.7,0,0.0008893415663875006
841200,0.0168918918918919,592,46,41,82.3,0,0.009205552840261798
207737,0.0130434782608696,460,43,32,110.0,0,0.0018387655014362398
635061,0.0375722543352601,346,28,56,69.2,0,0.32642303147501944
767907,0.0147058823529412,612,33,35,60.3,0,0.0043003605524523135
144625,0.0266666666666667,450,24,57,32.9,0,0.01629018888196349
724198,0.0172413793103448,522,40,53,53.4,0,0.0009491155836922436
514737,0.017825311942959,561,33,35,80.3,0,0.0053771828816102174
630291,0.0119521912350598,502,30,38,81.0,0,0.000816207694738423
523871,0.0151260504201681,595,37,63,60.2,0,0.0018794865006689133
338318,0.0134589502018843,743,18,45,75.5,0,0.0002077788994685607
271577,0.0158102766798419,506,33,42,56.2,0,0.0010871101051609863
573972,0.0225733634311512,443,28,34,33.2,0,0.0031629767736623265
480101,0.0221606648199446,361,27,43,75.9,0,0.007528428824954849
353291,0.0122950819672131,488,29,41,82.7,0,0.001031683042037674
928098,0.0292682926829268,410,20,30,53.0,0,0.00014372704883631267
651109,0.0217391304347826,552,18,53,86.8,0,0.0004269522663472361
117650,0.0283687943262411,423,20,28,86.0,0,0.0002393532432481767
952674,0.0305882352941176,425,23,64,68.8,0,0.0001245243862780721
57548,0.0172413793103448,638,26,35,94.4,0,0.010050974525518874
140979,0.0156985871271586,637,30,49,100.2,0,0.002784598424778381
759219,0.0284974093264249,386,18,45,71.4,0,0.00010272134952113027
903250,0.0275049115913556,509,13,31,43.3,0,0.0007978561074175176
821318,0.0252631578947368,475,31,35,41.8,0,0.03794232827240139
105904,0.0214669051878354,559,20,37,87.2,0,0.0010613964854435942
673433,0.0165562913907285,604,27,47,107.8,0,0.002784598424778381
189559,0.0164948453608247,485,22,53,71.7,0,0.000146503351678339
402612,0.0130597014925373,536,30,26,95.1,0,0.00046979209985460545
989108,0.00954198473282443,524,33,26,100.2,0,0.000147516615188362
822294,0.030812324929972,357,29,37,46.5,0,0.051803717131510926
403154,0.017175572519083998,524,1,39,82.4,0,0.0002249481831821516
136213,0.0220713073005093,589,30,49,48.1,0,0.011292986855097685
162938,0.0192616372391653,623,30,54,82.6,0,0.01002657300699861
676232,0.0218687872763419,503,24,51,67.5,0,0.015646842529174115
351396,0.0173410404624277,519,23,48,74.2,0,0.0001410512659170639
884964,0.0214132762312634,467,22,48,57.0,0,0.00021267461229999986
368762,0.024390243902439,492,17,44,93.2,0,0.0006601165259319281
686517,0.0147329650092081,543,34,47,97.4,0,0.004843210058115076
745500,0.0260521042084168,499,26,42,62.1,0,0.2191786160065573
135579,0.0253456221198157,434,26,31,68.4,0,0.12951501368829046
977721,0.0173010380622837,578,36,60,85.1,0,0.0045634552777418895
488958,0.0151228733459357,529,12,33,71.0,0,0.00018477072189781207
571815,0.0269058295964126,446,17,46,66.3,0,0.00028280486219260615
794380,0.0231023102310231,303,22,31,40.0,0,3.0114427382664533e-05
623087,0.0277777777777778,396,28,26,78.6,1,0.3373237537461923
225796,0.0145228215767635,482,20,37,64.7,0,0.0002066373674640699
810943,0.0184804928131417,487,10,38,66.0,0,0.0001656648573031818
981190,0.0211081794195251,379,38,50,61.4,0,0.009324947601705115
714802,0.0244821092278719,531,40,41,76.7,1,0.19038934143968386
745269,0.0263157894736842,456,36,23,63.2,0,0.3695202531674488
463699,0.0182481751824818,548,21,40,54.7,0,0.0001189285723614173
913656,0.0105820105820106,567,20,31,44.0,0,9.704140799439856e-05
112922,0.0152027027027027,592,25,31,100.6,0,0.004343666065799193
353698,0.0222222222222222,495,19,61,85.1,0,0.00047317211407251527
632977,0.0165562913907285,302,36,39,73.1,0,0.0013483961065227429
387048,0.0209059233449477,574,27,38,66.0,0,0.02489955509805597
411127,0.0171526586620926,583,35,47,76.9,0,0.0034789267894541395
846750,0.0248138957816377,403,27,56,110.7,0,0.04870158559971655
483842,0.0247933884297521,605,31,46,68.7,0,0.12398788960370262
876569,0.009765625,512,33,51,72.2,0,0.0004929196030529394
847767,0.0175438596491228,513,29,53,87.7,0,0.0027959299069229117
181871,0.0187617260787993,533,16,41,53.8,0,0.0001189285723614173
453913,0.0206611570247934,484,25,41,75.4,0,0.011412883924105034
458072,0.0143312101910828,628,26,38,41.9,0,0.0018593604561174097
959710,0.0343007915567282,379,33,48,54.8,0,0.09610252893886297
624994,0.0397727272727273,352,26,52,61.9,1,0.6688501553585907
35673,0.027906976744186004,430,20,30,69.7,0,0.00023726686127148328
897703,0.0238568588469185,503,19,23,73.2,0,0.0012848670828780595
337344,0.0225563909774436,532,33,39,103.6,0,0.1317564461602646
386361,0.015625,512,11,40,99.0,0,0.00012888157969420119
214383,0.014827018121911001,607,29,36,66.2,0,0.004026593713184388
239628,0.0207900207900208,481,19,49,16.7,0,7.400371077927482e-05
263652,0.0181451612903226,496,20,55,49.2,0,7.934971880040337e-05
236620,0.0167832167832168,715,24,34,67.0,0,0.004026593713184388
644575,0.0201342281879195,447,9,23,57.4,0,0.0003662787356598225
303667,0.0201793721973094,446,26,42,56.7,0,0.007563535244816614
536496,0.014018691588784998,428,27,32,74.0,0,0.005784396687282929
683147,0.0160965794768612,497,22,52,22.3,0,4.844420277827136e-05
710050,0.0253807106598985,394,14,44,56.2,0,0.00046145927691106136
772829,0.0338983050847458,354,10,33,77.7,0,8.810391948041881e-05
535660,0.0164233576642336,548,43,31,102.5,0,0.008020404313601575
532482,0.0191204588910134,523,26,47,85.9,0,0.0029821635315089483
432888,0.0266393442622951,488,31,68,64.7,0,0.05133496433460345
100114,0.00884955752212389,678,31,44,100.2,0,0.0006886635977941433
429949,0.0128939828080229,698,24,27,68.6,0,0.00024496460560930405
22066,0.0146788990825688,545,13,32,57.2,0,0.00018817905574365211
414379,0.0242290748898678,454,15,27,34.3,0,0.00024261955238211717
228576,0.0152284263959391,591,33,51,81.4,0,0.004186685072806687
353822,0.0147991543340381,473,33,70,89.3,0,0.001094663527802063
649357,0.0205992509363296,534,24,35,4.3,0,0.005101131033203291
668624,0.0125984251968504,635,30,45,65.8,0,0.0008145017947547104
143761,0.0260047281323877,423,14,34,65.0,0,0.0003688478561061692
567451,0.0191938579654511,521,22,41,97.8,0,0.0004658216858233344
232570,0.0215264187866928,511,23,63,69.5,0,0.00031579675476458186
509991,0.0121739130434783,575,30,40,87.9,0,0.0009254278828663895
873819,0.02,500,22,42,102.8,0,0.0007730820677897568
886075,0.00906735751295337,772,41,42,58.4,0,0.0011028214307427842
179346,0.021505376344086002,372,25,50,30.8,0,0.0009778526051094098
116716,0.0340557275541796,323,38,25,70.8,1,0.8396548609074346
39897,0.0291777188328912,377,20,49,46.9,0,5.813336755802147e-05
937038,0.025,480,14,40,70.5,0,0.000579317565998723
125830,0.0330882352941176,272,19,30,71.0,0,7.886730916412136e-05
21896,0.0161943319838057,494,25,22,60.7,0,0.000851453288724717
486865,0.0199600798403194,501,29,45,100.4,0,0.02722967364066559
833150,0.0132547864506627,679,19,29,56.0,0,0.00014710552512675233
472896,0.0239520958083832,501,25,42,79.7,0,0.11896562486617591
580686,0.0244444444444444,450,21,68,88.0,0,0.00037879968219522824
152788,0.0193798449612403,516,19,49,85.0,0,0.00024324825848422472
258377,0.0166051660516605,542,25,35,111.3,0,0.00357098234190486
198442,0.0301204819277108,498,24,40,53.1,0,0.3891519498167924
83319,0.0140056022408964,357,27,36,65.1,0,0.006457437444620148
839581,0.0284090909090909,528,32,59,87.4,0,0.12196323218478332
952807,0.009950248756218907,603,9,69,55.7,0,2.932272897553887e-05
724,0.0230179028132992,391,35,31,100.4,0,0.08165689495771132
23113,0.0112834978843441,709,21,35,87.3,0,0.0002461744537785129
496919,0.0189075630252101,476,42,37,69.8,0,0.0026928304276638585
320167,0.0209923664122137,524,37,45,59.2,0,0.020058580624274402
745430,0.0130057803468208,692,42,32,76.3,0,0.001405729615954738
454062,0.026000000000000002,500,37,43,32.7,0,0.14567509093503675
294104,0.0255102040816327,392,35,40,76.6,0,0.03713833130711472
865104,0.0197530864197531,405,41,56,66.1,0,0.0039052715662965696
179322,0.0330578512396694,363,32,56,88.8,0,0.15978672503598249
67421,0.0232558139534884,516,26,38,66.3,0,0.054078735756402256
569046,0.0296296296296296,405,23,42,27.1,0,4.8995622318235654e-05
307392,0.018970189701897,369,29,36,45.7,0,0.0004062704134292329
805269,0.011214953271027998,535,30,58,69.4,0,0.00019804137695723754
371190,0.0177165354330709,508,9,32,89.2,0,0.000374066216745961
91171,0.0114068441064639,526,32,46,43.5,0,0.00024010477353833692
806299,0.0297482837528604,437,25,43,62.5,0,0.4356367442700024
550816,0.0338345864661654,266,17,38,65.5,0,5.707703667088021e-05
734832,0.0139211136890951,431,22,28,58.9,0,0.0012582145990965062
15930,0.0256410256410256,429,26,56,78.7,0,0.055341034292100376
184420,0.0152284263959391,591,30,19,75.7,0,0.0012903106090874923
95140,0.0188323917137476,531,22,37,70.0,0,0.0001832262159414426
775799,0.0199501246882793,401,27,39,65.2,0,0.005586361318514857
438228,0.008988764044943821,445,26,34,77.4,0,0.0007267328646609555
400305,0.0121130551816958,743,32,37,74.8,0,0.0007763584342678913
152286,0.0274841437632135,473,21,33,29.1,0,0.00015403643006227204
68655,0.0152505446623094,459,25,37,88.1,0,0.003129609444544451
860093,0.0135135135135135,518,23,45,70.7,0,0.00015441277584371573
893595,0.02710027100271,369,28,30,52.2,0,0.01741716090927809
569138,0.0148423005565863,539,17,47,76.2,0,0.0001410512659170639
590039,0.0220183486238532,545,15,41,83.7,0,0.0008275675081369088
203957,0.0140105078809107,571,11,47,85.9,0,0.0003080177323167534
569353,0.0209059233449477,574,18,47,70.9,0,0.00032348322122339817
433149,0.0284552845528455,492,25,43,73.2,0,0.29241075925198756
935116,0.015527950310558997,644,32,62,80.0,0,0.0012004244481420027
185713,0.0217391304347826,598,24,33,86.5,1,0.10946162857574548
469568,0.0291005291005291,378,27,33,56.4,0,0.08467655011123087
957681,0.01875,480,38,31,86.9,0,0.004414638948739511
841888,0.0064308681672025705,622,18,28,66.6,0,0.00020321922436641115
538182,0.0207900207900208,481,11,28,62.4,0,0.0002637167961897338
772427,0.0164533820840951,547,27,51,50.6,0,0.0009077199154116517
870087,0.0114777618364419,697,39,48,60.8,0,0.0012886463668063779
16700,0.0248138957816377,403,24,37,79.6,0,0.03743580259060363
529135,0.01743264659271,631,19,35,54.5,0,0.00019815910222359997
165200,0.0141732283464567,635,25,30,45.0,0,0.0022008693646132977
305638,0.0489130434782609,184,36,44,69.9,1,0.9654265343241902
587511,0.015748031496063,635,31,30,47.2,0,0.0017638037375960892
997315,0.01953125,512,20,29,62.2,0,0.0002281302250024974
2924,0.0211800302571861,661,30,21,47.9,1,0.07741796122766195
756148,0.0100574712643678,696,16,42,95.2,0,0.0003537684059351569
884997,0.0194931773879142,513,22,47,42.8,0,9.130195390391335e-05
744424,0.0127118644067797,472,14,24,65.2,0,6.483818037960309e-05
403353,0.014308426073132,629,40,32,80.4,0,0.011894471977967037
747349,0.0143112701252236,559,7,38,103.8,0,0.00016672013975605753
321053,0.0178970917225951,447,35,48,72.9,0,0.002161880806653939
947581,0.0326086956521739,276,22,45,52.2,0,2.5740301219862737e-05
799902,0.0246913580246914,567,19,53,79.7,0,0.0006570338236535145
706271,0.0175097276264591,514,30,40,92.2,0,0.005696578948720117
445935,0.0252808988764045,356,21,41,62.2,0,0.00012008013092672633
829095,0.0256410256410256,507,39,50,53.9,0,0.1615485205335988
103744,0.0289532293986637,449,34,44,52.1,0,0.15763327698037355
28820,0.0286532951289398,349,29,50,58.2,0,0.02573030783784892
87188,0.0175131348511384,571,27,48,62.9,0,0.0025088585287426912
319969,0.0175438596491228,513,20,35,43.8,0,9.605908404751417e-05
418424,0.0319148936170213,376,38,36,69.3,0,0.3401430618137607
407589,0.0136986301369863,511,22,53,85.2,0,9.842845475099358e-05
678023,0.0133928571428571,672,20,38,72.2,0,0.0002077788994685607
969881,0.00641025641025641,468,22,21,17.7,0,5.946559891041669e-05
583967,0.0181451612903226,496,25,40,82.0,0,0.003990303087149685
314460,0.0193548387096774,620,25,35,70.2,0,0.009565719305438787
116564,0.0152439024390244,656,12,42,103.9,0,0.00018645133156819217
619697,0.0204918032786885,488,17,48,63.7,0,0.0002146549599114502
208433,0.00749063670411985,534,30,44,63.1,0,0.0006053987643896328
594675,0.0241228070175439,456,28,36,31.7,0,0.006995233406319992
576469,0.0211764705882353,425,24,39,49.7,0,0.003011284048372037
990991,0.0113636363636364,528,31,40,77.1,0,0.0005881839967008145
334309,0.0141342756183746,566,33,22,83.1,0,0.0015597519633146232
717332,0.0138248847926267,651,34,48,79.8,0,0.006120955205153008
360463,0.0152091254752852,526,13,42,68.8,0,0.00018891654204649446
676059,0.0116448326055313,687,9,43,63.7,0,0.0002077788994685607
175641,0.0271493212669683,442,23,46,66.1,0,0.00028280486219260615
461380,0.0395256916996047,253,24,48,57.7,0,0.15771264603536408
424322,0.013595166163142,662,27,36,82.3,0,0.0013446610721688213
269112,0.0154738878143133,517,34,32,83.5,0,0.005510694896839753
653501,0.0251046025104603,478,14,42,53.6,0,0.000207490152143682
126293,0.0240700218818381,457,24,49,26.6,0,0.004926888429768802
813023,0.0203619909502262,442,30,47,70.6,0,0.00874808306488696
740129,0.0182186234817814,494,35,37,100.9,0,0.010094814410823433
