,httpResponse,requestId,timeStamp,timingMillis,data.consecmonths,data.dropperc,data.income,data.mins,output
7021,200,5OB7X3CRN0M8SAJF,2016-05-08 00:47:33.910,0,26,0.0158,74.7,443,0.0021000000000000003
7020,200,5OB7X3CRN0M8SAJF,2016-05-08 03:26:19.570,0,15,0.0262,52.8,420,0.0009000000000000002
7019,200,5OB7X3CRN0M8SAJF,2016-05-08 06:38:43.810,0,27,0.0213,73.8,422,0.0129
7018,200,5OB7X3CRN0M8SAJF,2016-05-08 16:07:31.523,0,20,0.015700000000000002,73.1,508,0.0001
7017,200,5OB7X3CRN0M8SAJF,2016-05-08 16:17:53.440,0,35,0.0187,69.6,643,0.0044
7016,200,5OB7X3CRN0M8SAJF,2016-05-08 22:44:40.959,0,25,0.014,48.5,501,0.0012
7015,200,5OB7X3CRN0M8SAJF,2016-05-09 05:13:39.876,0,15,0.0287,72.6,383,0.0001
7014,200,5OB7X3CRN0M8SAJF,2016-05-09 10:31:21.230,0,28,0.018500000000000003,89.4,540,0.0074
7013,200,5OB7X3CRN0M8SAJF,2016-05-09 11:41:47.910,0,34,0.0256,87.9,429,0.1421
7012,200,5OB7X3CRN0M8SAJF,2016-05-09 18:14:51.110,0,28,0.018600000000000002,94.3,485,0.0039
7011,200,5OB7X3CRN0M8SAJF,2016-05-10 00:20:56.936,0,31,0.016900000000000002,80.3,591,0.0036000000000000008
7010,200,5OB7X3CRN0M8SAJF,2016-05-10 03:22:24.373,0,27,0.0234,65.6,428,0.0273
7009,200,5OB7X3CRN0M8SAJF,2016-05-10 05:07:52.162,0,25,0.0167,93.7,479,0.0032
7008,200,5OB7X3CRN0M8SAJF,2016-05-10 05:31:16.404,0,29,0.013900000000000001,77.0,505,0.0043
7007,200,5OB7X3CRN0M8SAJF,2016-05-10 11:00:33.016,0,20,0.0205,80.1,438,0.00030000000000000003
7006,200,5OB7X3CRN0M8SAJF,2016-05-10 14:46:29.710,0,30,0.0152,56.4,527,0.0016
7005,200,5OB7X3CRN0M8SAJF,2016-05-10 16:21:53.554,0,30,0.018000000000000002,70.2,500,0.0023
7004,200,5OB7X3CRN0M8SAJF,2016-05-11 01:36:44.394,0,20,0.017400000000000002,60.5,691,0.0002
7003,200,5OB7X3CRN0M8SAJF,2016-05-11 11:05:33.907,0,19,0.022600000000000002,56.5,531,0.00030000000000000003
7002,200,5OB7X3CRN0M8SAJF,2016-05-11 17:19:13.421,0,29,0.0125,109.5,479,0.0006000000000000001
7001,200,5OB7X3CRN0M8SAJF,2016-05-11 19:58:03.011,0,33,0.0292,94.7,308,0.0635
7000,200,5OB7X3CRN0M8SAJF,2016-05-11 22:49:51.854,0,29,0.0155,48.9,581,0.0017
6999,200,5OB7X3CRN0M8SAJF,2016-05-12 00:42:53.473,0,21,0.0183,83.5,546,0.0002
6998,200,5OB7X3CRN0M8SAJF,2016-05-12 02:14:33.190,0,30,0.024,43.6,542,0.0227
6997,200,5OB7X3CRN0M8SAJF,2016-05-12 08:16:44.189,0,29,0.024,59.5,458,0.0376
6996,200,5OB7X3CRN0M8SAJF,2016-05-12 15:12:39.321,0,36,0.0176,98.3,511,0.0043
6995,200,5OB7X3CRN0M8SAJF,2016-05-12 18:26:17.558,0,11,0.0236,84.3,382,0.0002
6994,200,5OB7X3CRN0M8SAJF,2016-05-13 02:12:20.705,0,30,0.0134,96.0,598,0.001
6993,200,5OB7X3CRN0M8SAJF,2016-05-13 03:54:00.397,0,25,0.0262,83.7,344,0.0097
6992,200,5OB7X3CRN0M8SAJF,2016-05-13 06:08:21.337,0,7,0.0279,74.1,358,0.0001
6991,200,5OB7X3CRN0M8SAJF,2016-05-13 07:02:21.868,0,22,0.016,68.1,561,0.0001
6990,200,5OB7X3CRN0M8SAJF,2016-05-13 07:55:57.007,0,26,0.027,69.5,407,0.0487
6989,200,5OB7X3CRN0M8SAJF,2016-05-13 13:13:33.965,0,23,0.0159,44.8,503,0.0001
6988,200,5OB7X3CRN0M8SAJF,2016-05-13 13:41:22.975,0,19,0.020200000000000003,95.1,544,0.0007
6987,200,5OB7X3CRN0M8SAJF,2016-05-13 14:58:05.837,0,22,0.0195,42.8,513,0.0001
6986,200,5OB7X3CRN0M8SAJF,2016-05-13 21:21:49.883,0,32,0.024,62.4,417,0.0263
6985,200,5OB7X3CRN0M8SAJF,2016-05-13 22:32:06.404,0,39,0.022500000000000003,84.9,400,0.0475
6984,200,5OB7X3CRN0M8SAJF,2016-05-14 01:22:36.655,0,22,0.0201,84.4,546,0.0005
6983,200,5OB7X3CRN0M8SAJF,2016-05-14 06:19:29.403,0,16,0.0193,36.8,466,0.0001
6982,200,5OB7X3CRN0M8SAJF,2016-05-14 07:55:38.794,0,25,0.0224,84.4,536,0.0456
6981,200,5OB7X3CRN0M8SAJF,2016-05-14 09:23:23.888,0,25,0.015600000000000001,66.9,641,0.0035
6980,200,5OB7X3CRN0M8SAJF,2016-05-14 09:30:24.180,0,16,0.0198,73.8,505,0.0002
6979,200,5OB7X3CRN0M8SAJF,2016-05-14 10:25:02.273,0,33,0.0262,52.6,458,0.0589
6978,200,5OB7X3CRN0M8SAJF,2016-05-14 13:11:16.883,0,21,0.0145,80.9,414,0.00030000000000000003
6977,200,5OB7X3CRN0M8SAJF,2016-05-14 13:41:27.113,0,36,0.029300000000000003,95.1,443,0.6633
6976,200,5OB7X3CRN0M8SAJF,2016-05-14 16:27:52.582,0,18,0.0149,51.7,670,0.0002
6975,200,5OB7X3CRN0M8SAJF,2016-05-14 22:02:29.297,0,26,0.017400000000000002,56.2,574,0.0013000000000000002
6974,200,5OB7X3CRN0M8SAJF,2016-05-14 22:40:00.785,0,25,0.028,94.0,429,0.3881
6973,200,5OB7X3CRN0M8SAJF,2016-05-15 02:25:46.052,0,36,0.0244,87.7,451,0.1196
6972,200,5OB7X3CRN0M8SAJF,2016-05-15 03:15:23.626,0,21,0.033,115.6,394,0.0001
6971,200,5OB7X3CRN0M8SAJF,2016-05-15 03:39:14.618,0,27,0.0152,61.8,525,0.0025
6970,200,5OB7X3CRN0M8SAJF,2016-05-15 05:48:40.145,0,31,0.0195,18.0,563,0.0021000000000000003
6969,200,5OB7X3CRN0M8SAJF,2016-05-15 05:49:20.197,0,37,0.0105,75.8,478,0.0004
6968,200,5OB7X3CRN0M8SAJF,2016-05-15 07:12:13.301,0,26,0.021400000000000002,69.9,467,0.0121
6967,200,5OB7X3CRN0M8SAJF,2016-05-15 15:00:00.453,0,21,0.0154,104.9,456,0.0001
6966,200,5OB7X3CRN0M8SAJF,2016-05-15 22:22:58.083,0,25,0.0134,69.9,523,0.0005
6965,200,5OB7X3CRN0M8SAJF,2016-05-16 01:41:33.147,0,14,0.021500000000000002,68.6,511,0.0005
6964,200,5OB7X3CRN0M8SAJF,2016-05-16 02:03:17.914,0,9,0.019,55.4,527,0.0001
6963,200,5OB7X3CRN0M8SAJF,2016-05-16 02:59:28.525,0,37,0.0315,98.8,413,0.7139
6962,200,5OB7X3CRN0M8SAJF,2016-05-16 05:22:34.797,0,29,0.0175,50.0,457,0.0006000000000000001
6961,200,5OB7X3CRN0M8SAJF,2016-05-16 05:56:50.550,0,16,0.0164,78.2,609,0.0001
6960,200,5OB7X3CRN0M8SAJF,2016-05-16 07:18:07.131,0,30,0.027100000000000003,70.4,480,0.155
6959,200,5OB7X3CRN0M8SAJF,2016-05-16 10:41:19.362,0,39,0.027,64.5,481,0.3043
6958,200,5OB7X3CRN0M8SAJF,2016-05-16 18:22:50.134,0,24,0.0126,68.6,634,0.0009000000000000002
6957,200,5OB7X3CRN0M8SAJF,2016-05-17 00:19:03.745,0,19,0.0183,77.3,602,0.0001
6956,200,5OB7X3CRN0M8SAJF,2016-05-17 03:57:25.680,0,25,0.023700000000000002,110.2,507,0.1907
6955,200,5OB7X3CRN0M8SAJF,2016-05-17 05:52:23.533,0,25,0.0183,73.6,545,0.0026000000000000003
6954,200,5OB7X3CRN0M8SAJF,2016-05-17 07:14:09.029,0,38,0.0152,91.9,461,0.0022
6953,200,5OB7X3CRN0M8SAJF,2016-05-17 12:30:59.532,0,30,0.025900000000000003,57.9,501,0.2919
6952,200,5OB7X3CRN0M8SAJF,2016-05-17 12:47:41.953,0,29,0.0213,75.6,470,0.0121
6951,200,5OB7X3CRN0M8SAJF,2016-05-17 15:12:42.684,0,16,0.012400000000000001,57.6,644,0.0001
6950,200,5OB7X3CRN0M8SAJF,2016-05-17 23:43:56.759,0,46,0.0117,66.9,513,0.0006000000000000001
6949,200,5OB7X3CRN0M8SAJF,2016-05-18 17:00:24.772,0,29,0.012,101.1,501,0.0004
6948,200,5OB7X3CRN0M8SAJF,2016-05-18 17:47:40.863,0,39,0.012700000000000001,67.8,395,0.0007
6947,200,5OB7X3CRN0M8SAJF,2016-05-18 18:32:22.944,0,22,0.0158,79.7,698,0.0002
6946,200,5OB7X3CRN0M8SAJF,2016-05-18 18:34:12.770,0,18,0.012700000000000001,63.8,472,0.0001
6945,200,5OB7X3CRN0M8SAJF,2016-05-18 19:39:28.363,0,31,0.0205,19.0,634,0.0147
6944,200,5OB7X3CRN0M8SAJF,2016-05-18 21:37:25.984,0,24,0.0152,68.4,527,0.0037
6943,200,5OB7X3CRN0M8SAJF,2016-05-18 22:09:25.739,0,38,0.0126,89.9,635,0.004200000000000001
6942,200,5OB7X3CRN0M8SAJF,2016-05-19 04:01:23.014,0,41,0.0091,52.1,551,0.0002
6941,200,5OB7X3CRN0M8SAJF,2016-05-19 14:13:12.546,0,17,0.0292,58.4,342,0.0
6940,200,5OB7X3CRN0M8SAJF,2016-05-19 14:22:58.972,0,27,0.024200000000000003,52.6,454,0.0101
6939,200,5OB7X3CRN0M8SAJF,2016-05-19 15:30:33.750,0,33,0.0204,77.1,587,0.0753
6938,200,5OB7X3CRN0M8SAJF,2016-05-19 17:03:51.543,0,22,0.014700000000000001,64.0,613,0.0001
6937,200,5OB7X3CRN0M8SAJF,2016-05-19 20:31:44.169,0,29,0.019,67.5,421,0.0022
6936,200,5OB7X3CRN0M8SAJF,2016-05-20 01:04:49.944,0,29,0.0252,63.3,477,0.1008
6935,200,5OB7X3CRN0M8SAJF,2016-05-20 03:37:40.608,0,41,0.0188,107.9,479,0.0033
6934,200,5OB7X3CRN0M8SAJF,2016-05-20 04:00:10.940,0,31,0.0126,68.7,477,0.0007
6933,200,5OB7X3CRN0M8SAJF,2016-05-20 12:06:38.391,0,22,0.0182,66.3,440,0.0001
6932,200,5OB7X3CRN0M8SAJF,2016-05-20 12:11:18.550,0,30,0.0161,57.2,435,0.0013000000000000002
6931,200,5OB7X3CRN0M8SAJF,2016-05-20 15:59:53.307,0,29,0.018000000000000002,66.0,389,0.0018000000000000004
6930,200,5OB7X3CRN0M8SAJF,2016-05-20 20:28:09.072,0,20,0.021400000000000002,108.7,513,0.0014
6929,200,5OB7X3CRN0M8SAJF,2016-05-20 22:07:51.798,0,37,0.0291,67.3,515,0.5963
6928,200,5OB7X3CRN0M8SAJF,2016-05-21 03:09:05.978,0,22,0.016900000000000002,46.2,650,0.0002
6927,200,5OB7X3CRN0M8SAJF,2016-05-21 05:47:05.376,0,22,0.033800000000000004,84.4,296,0.0
6926,200,5OB7X3CRN0M8SAJF,2016-05-21 10:42:11.835,0,36,0.0285,70.7,456,0.5099
6925,200,5OB7X3CRN0M8SAJF,2016-05-21 12:02:19.738,0,20,0.02,30.0,549,0.0001
6924,200,5OB7X3CRN0M8SAJF,2016-05-21 19:38:43.882,0,30,0.025,69.5,519,0.1244
6923,200,5OB7X3CRN0M8SAJF,2016-05-21 23:29:11.637,0,41,0.0103,57.8,583,0.0011
6922,200,5OB7X3CRN0M8SAJF,2016-05-22 00:36:25.754,0,37,0.0206,87.7,535,0.0712
6921,200,5OB7X3CRN0M8SAJF,2016-05-22 01:34:26.273,0,29,0.0179,62.1,672,0.0035
6920,200,5OB7X3CRN0M8SAJF,2016-05-22 04:21:59.307,0,35,0.0221,56.9,407,0.0072000000000000015
6919,200,5OB7X3CRN0M8SAJF,2016-05-22 08:24:55.389,0,17,0.0187,89.0,589,0.0002
6918,200,5OB7X3CRN0M8SAJF,2016-05-22 11:59:42.465,0,34,0.0143,58.3,491,0.0031000000000000003
6917,200,5OB7X3CRN0M8SAJF,2016-05-22 12:40:03.901,0,26,0.0167,57.3,660,0.0027
6916,200,5OB7X3CRN0M8SAJF,2016-05-22 16:04:01.630,0,32,0.0165,64.0,605,0.0032
6915,200,5OB7X3CRN0M8SAJF,2016-05-22 17:03:25.591,0,26,0.0212,51.3,518,0.0076
6914,200,5OB7X3CRN0M8SAJF,2016-05-22 17:23:36.509,0,23,0.0256,47.3,312,0.0
6913,200,5OB7X3CRN0M8SAJF,2016-05-22 20:07:29.939,0,38,0.0145,78.7,760,0.01
6912,200,5OB7X3CRN0M8SAJF,2016-05-22 20:35:48.042,0,31,0.0172,71.0,406,0.0019
6911,200,5OB7X3CRN0M8SAJF,2016-05-22 23:13:21.262,0,18,0.0342,56.2,322,0.0
6910,200,5OB7X3CRN0M8SAJF,2016-05-23 04:21:43.222,0,31,0.0188,56.5,585,0.0025
6909,200,5OB7X3CRN0M8SAJF,2016-05-23 09:30:19.166,0,33,0.014400000000000001,55.2,623,0.0017
6908,200,5OB7X3CRN0M8SAJF,2016-05-23 12:32:56.097,0,21,0.0201,88.8,497,0.0006000000000000001
6907,200,5OB7X3CRN0M8SAJF,2016-05-23 21:56:11.786,0,30,0.0269,38.7,372,0.0099
6906,200,5OB7X3CRN0M8SAJF,2016-05-24 02:33:52.102,0,17,0.0205,64.4,488,0.0002
6905,200,5OB7X3CRN0M8SAJF,2016-05-24 02:36:26.436,0,35,0.0118,76.8,593,0.0008
6904,200,5OB7X3CRN0M8SAJF,2016-05-24 10:29:30.672,0,33,0.0205,75.7,537,0.0263
6903,200,5OB7X3CRN0M8SAJF,2016-05-25 00:38:42.496,0,33,0.012700000000000001,80.2,551,0.0007
6902,200,5OB7X3CRN0M8SAJF,2016-05-25 02:37:25.520,0,26,0.012100000000000001,100.1,662,0.0005
6901,200,5OB7X3CRN0M8SAJF,2016-05-25 05:31:45.619,0,25,0.0206,56.6,340,0.0016
6900,200,5OB7X3CRN0M8SAJF,2016-05-25 07:34:21.259,0,36,0.0344,84.3,349,0.5372
6899,200,5OB7X3CRN0M8SAJF,2016-05-25 07:36:42.764,0,27,0.0194,86.4,465,0.0104
6898,200,5OB7X3CRN0M8SAJF,2016-05-25 10:19:59.004,0,28,0.0218,39.9,459,0.0029
6897,200,5OB7X3CRN0M8SAJF,2016-05-25 18:59:22.851,0,22,0.014,54.0,429,0.00030000000000000003
6896,200,5OB7X3CRN0M8SAJF,2016-05-26 02:36:04.771,0,35,0.0137,69.1,729,0.0009000000000000002
6895,200,5OB7X3CRN0M8SAJF,2016-05-26 02:36:32.181,0,22,0.0194,73.9,620,0.0002
6894,200,5OB7X3CRN0M8SAJF,2016-05-26 10:33:31.497,0,19,0.0166,84.2,483,0.0001
6893,200,5OB7X3CRN0M8SAJF,2016-05-26 15:33:56.997,0,31,0.019,81.5,474,0.0031000000000000003
6892,200,5OB7X3CRN0M8SAJF,2016-05-26 15:53:55.561,0,21,0.016800000000000002,66.6,655,0.0002
6891,200,5OB7X3CRN0M8SAJF,2016-05-26 19:49:59.054,0,28,0.0345,56.4,493,0.8469
6890,200,5OB7X3CRN0M8SAJF,2016-05-26 21:28:38.269,0,33,0.016300000000000002,73.0,674,0.0038
6889,200,5OB7X3CRN0M8SAJF,2016-05-26 21:30:23.475,0,38,0.014700000000000001,80.3,545,0.0031000000000000003
6888,200,5OB7X3CRN0M8SAJF,2016-05-26 22:21:20.651,0,32,0.016900000000000002,62.1,590,0.0032
6887,200,5OB7X3CRN0M8SAJF,2016-05-26 22:40:24.828,0,23,0.0132,61.1,758,0.0001
6886,200,5OB7X3CRN0M8SAJF,2016-05-27 01:47:52.183,0,23,0.016800000000000002,61.2,475,0.0001
6885,200,5OB7X3CRN0M8SAJF,2016-05-27 01:58:33.742,0,42,0.014400000000000001,78.5,555,0.0031000000000000003
6884,200,5OB7X3CRN0M8SAJF,2016-05-27 05:33:04.629,0,36,0.020800000000000003,68.7,481,0.0128
6883,200,5OB7X3CRN0M8SAJF,2016-05-27 10:05:13.115,0,31,0.017,50.9,588,0.0017
6882,200,5OB7X3CRN0M8SAJF,2016-05-27 11:09:17.520,0,20,0.0182,54.1,604,0.0002
6881,200,5OB7X3CRN0M8SAJF,2016-05-27 11:34:34.369,0,31,0.016300000000000002,73.8,614,0.0032
6880,200,5OB7X3CRN0M8SAJF,2016-05-27 14:47:34.134,0,23,0.023,74.8,435,0.0002
6879,200,5OB7X3CRN0M8SAJF,2016-05-27 18:56:06.995,0,28,0.036000000000000004,89.1,278,0.3993
6878,200,5OB7X3CRN0M8SAJF,2016-05-27 22:10:58.550,0,19,0.0166,106.0,482,0.0001
6877,200,5OB7X3CRN0M8SAJF,2016-05-28 05:32:43.510,0,24,0.0218,85.3,504,0.0352
6876,200,5OB7X3CRN0M8SAJF,2016-05-28 06:43:24.847,0,21,0.013900000000000001,60.6,720,0.0007
6875,200,5OB7X3CRN0M8SAJF,2016-05-28 09:45:23.875,0,26,0.0195,50.0,563,0.003
6874,200,5OB7X3CRN0M8SAJF,2016-05-28 19:00:46.349,0,34,0.0182,73.1,605,0.0041
6873,200,5OB7X3CRN0M8SAJF,2016-05-28 19:38:57.419,0,24,0.016800000000000002,65.4,477,0.003
6872,200,5OB7X3CRN0M8SAJF,2016-05-28 22:03:25.723,0,29,0.0269,45.0,297,0.0032
6871,200,5OB7X3CRN0M8SAJF,2016-05-28 22:03:54.653,0,33,0.015,66.7,602,0.0035
6870,200,5OB7X3CRN0M8SAJF,2016-05-28 23:07:37.355,0,20,0.012,51.9,666,0.0001
6869,200,5OB7X3CRN0M8SAJF,2016-05-29 00:22:52.459,0,30,0.0247,51.0,445,0.0106
6868,200,5OB7X3CRN0M8SAJF,2016-05-29 08:32:19.476,0,29,0.0285,61.7,246,0.0129
6867,200,5OB7X3CRN0M8SAJF,2016-05-29 17:22:04.373,0,27,0.0253,58.3,514,0.2676
6866,200,5OB7X3CRN0M8SAJF,2016-05-29 19:01:08.019,0,11,0.009300000000000001,94.8,645,0.0001
6865,200,5OB7X3CRN0M8SAJF,2016-05-29 22:40:40.523,0,22,0.0179,62.6,560,0.0001
6864,200,5OB7X3CRN0M8SAJF,2016-05-30 01:05:33.036,0,30,0.021500000000000002,39.3,511,0.0064
6863,200,5OB7X3CRN0M8SAJF,2016-05-30 05:22:02.820,0,28,0.0146,86.6,617,0.004
6862,200,5OB7X3CRN0M8SAJF,2016-05-30 10:01:57.738,0,36,0.017,60.5,529,0.0027
6861,200,5OB7X3CRN0M8SAJF,2016-05-30 10:12:36.356,0,30,0.021400000000000002,65.3,421,0.0129
6860,200,5OB7X3CRN0M8SAJF,2016-05-30 13:32:24.144,0,27,0.0188,54.5,373,0.0007
6859,200,5OB7X3CRN0M8SAJF,2016-05-30 17:51:07.726,0,25,0.0207,66.4,482,0.0118
6858,200,5OB7X3CRN0M8SAJF,2016-05-30 19:50:30.409,0,22,0.019200000000000002,92.3,365,0.00030000000000000003
6857,200,5OB7X3CRN0M8SAJF,2016-06-01 00:46:14.865,0,20,0.014700000000000001,79.6,408,0.00030000000000000003
6856,200,5OB7X3CRN0M8SAJF,2016-06-01 01:20:44.247,0,23,0.0222,60.4,361,0.0002
6855,200,5OB7X3CRN0M8SAJF,2016-06-01 01:34:21.283,0,32,0.0109,66.5,548,0.0005
6854,200,5OB7X3CRN0M8SAJF,2016-06-01 03:05:16.593,0,26,0.013800000000000002,49.5,581,0.0004
6853,200,5OB7X3CRN0M8SAJF,2016-06-01 06:11:40.254,0,45,0.0161,59.9,558,0.0032
6852,200,5OB7X3CRN0M8SAJF,2016-06-01 07:30:41.812,0,17,0.013300000000000001,55.7,526,0.0
6851,200,5OB7X3CRN0M8SAJF,2016-06-01 08:51:02.653,0,32,0.0143,36.3,491,0.001
6850,200,5OB7X3CRN0M8SAJF,2016-06-01 09:55:14.680,0,20,0.0189,56.0,583,0.0002
6849,200,5OB7X3CRN0M8SAJF,2016-06-01 10:17:47.834,0,25,0.020900000000000002,67.0,527,0.024200000000000003
6848,200,5OB7X3CRN0M8SAJF,2016-06-01 10:22:39.137,0,22,0.0171,82.5,645,0.0002
6847,200,5OB7X3CRN0M8SAJF,2016-06-01 11:35:49.901,0,23,0.0178,92.1,450,0.0001
6846,200,5OB7X3CRN0M8SAJF,2016-06-01 13:08:53.076,0,5,0.0152,57.7,658,0.0001
6845,200,5OB7X3CRN0M8SAJF,2016-06-02 01:14:10.393,0,40,0.018500000000000003,87.4,542,0.0047
6844,200,5OB7X3CRN0M8SAJF,2016-06-02 15:28:24.609,0,13,0.0236,41.0,508,0.0004
6843,200,5OB7X3CRN0M8SAJF,2016-06-02 18:46:12.531,0,28,0.0196,80.5,460,0.0089
6842,200,5OB7X3CRN0M8SAJF,2016-06-02 19:08:31.545,0,26,0.026500000000000003,37.5,340,0.0019
6841,200,5OB7X3CRN0M8SAJF,2016-06-02 21:30:06.707,0,32,0.0258,51.9,466,0.0589
6840,200,5OB7X3CRN0M8SAJF,2016-06-02 21:34:02.685,0,19,0.0195,62.7,359,0.0001
6839,200,5OB7X3CRN0M8SAJF,2016-06-03 00:34:32.477,0,10,0.0212,81.8,566,0.0008
6838,200,5OB7X3CRN0M8SAJF,2016-06-03 01:45:54.286,0,40,0.0234,64.7,513,0.16390000000000002
6837,200,5OB7X3CRN0M8SAJF,2016-06-03 02:24:18.981,0,21,0.012400000000000001,51.4,565,0.0
6836,200,5OB7X3CRN0M8SAJF,2016-06-03 02:49:57.202,0,24,0.015300000000000001,81.6,523,0.0045000000000000005
6835,200,5OB7X3CRN0M8SAJF,2016-06-03 06:33:21.731,0,34,0.0234,46.0,470,0.0072000000000000015
6834,200,5OB7X3CRN0M8SAJF,2016-06-03 09:44:47.821,0,35,0.012,52.7,582,0.0004
6833,200,5OB7X3CRN0M8SAJF,2016-06-03 11:56:07.858,0,20,0.0222,70.4,540,0.0005
6832,200,5OB7X3CRN0M8SAJF,2016-06-03 16:34:13.273,0,24,0.0222,33.6,405,0.0015
6831,200,5OB7X3CRN0M8SAJF,2016-06-03 17:58:14.407,0,41,0.0198,66.1,405,0.0044
6830,200,5OB7X3CRN0M8SAJF,2016-06-03 21:35:33.892,0,27,0.055600000000000004,56.3,216,0.9546
6829,200,5OB7X3CRN0M8SAJF,2016-06-04 02:12:38.187,0,31,0.019,77.0,525,0.0025
6828,200,5OB7X3CRN0M8SAJF,2016-06-04 03:47:02.036,0,24,0.023,61.2,392,0.016900000000000002
6827,200,5OB7X3CRN0M8SAJF,2016-06-04 04:29:07.115,0,20,0.0337,70.0,326,0.0
6826,200,5OB7X3CRN0M8SAJF,2016-06-04 07:03:52.006,0,49,0.029,51.5,379,0.0794
6825,200,5OB7X3CRN0M8SAJF,2016-06-04 19:35:36.930,0,38,0.0296,77.8,506,0.8105
6824,200,5OB7X3CRN0M8SAJF,2016-06-04 22:26:45.895,0,26,0.0292,59.7,308,0.044500000000000005
6823,200,5OB7X3CRN0M8SAJF,2016-06-04 22:43:36.132,0,35,0.020900000000000002,60.6,527,0.0335
6822,200,5OB7X3CRN0M8SAJF,2016-06-05 00:04:31.140,0,27,0.012100000000000001,76.3,414,0.0011
6821,200,5OB7X3CRN0M8SAJF,2016-06-05 00:13:31.916,0,28,0.016300000000000002,123.7,491,0.0017
6820,200,5OB7X3CRN0M8SAJF,2016-06-05 02:44:53.536,0,20,0.014700000000000001,52.3,544,0.0001
6819,200,5OB7X3CRN0M8SAJF,2016-06-05 07:33:36.306,0,22,0.009300000000000001,78.0,647,0.0001
6818,200,5OB7X3CRN0M8SAJF,2016-06-05 12:38:35.081,0,26,0.019,90.9,473,0.004
6817,200,5OB7X3CRN0M8SAJF,2016-06-05 13:58:23.309,0,19,0.013300000000000001,34.7,451,0.0
6816,200,5OB7X3CRN0M8SAJF,2016-06-05 17:15:53.574,0,20,0.0122,60.9,655,0.0001
6815,200,5OB7X3CRN0M8SAJF,2016-06-05 17:37:40.289,0,26,0.019700000000000002,62.4,458,0.0055000000000000005
6814,200,5OB7X3CRN0M8SAJF,2016-06-05 23:35:21.766,0,20,0.0132,50.8,532,0.0
6813,200,5OB7X3CRN0M8SAJF,2016-06-06 00:48:10.350,0,30,0.0298,62.4,403,0.3977
6812,200,5OB7X3CRN0M8SAJF,2016-06-06 03:05:56.590,0,33,0.0218,72.4,459,0.0132
6811,200,5OB7X3CRN0M8SAJF,2016-06-06 03:29:53.094,0,24,0.027600000000000003,43.1,471,0.14800000000000002
6810,200,5OB7X3CRN0M8SAJF,2016-06-06 11:24:59.753,0,20,0.0198,103.7,556,0.0008
6809,200,5OB7X3CRN0M8SAJF,2016-06-06 14:05:35.164,0,8,0.0142,65.2,706,0.00030000000000000003
6808,200,5OB7X3CRN0M8SAJF,2016-06-07 02:37:42.084,0,25,0.0234,64.7,470,0.0216
6807,200,5OB7X3CRN0M8SAJF,2016-06-07 05:20:18.202,0,31,0.0151,77.6,596,0.0026000000000000003
6806,200,5OB7X3CRN0M8SAJF,2016-06-07 07:23:37.809,0,32,0.036500000000000005,92.5,329,0.5312
6805,200,5OB7X3CRN0M8SAJF,2016-06-07 10:25:42.002,0,31,0.0262,85.4,534,0.3738
6804,200,5OB7X3CRN0M8SAJF,2016-06-07 11:30:25.981,0,23,0.020300000000000002,99.4,542,0.0012
6803,200,5OB7X3CRN0M8SAJF,2016-06-07 13:48:52.545,0,17,0.0207,68.4,386,0.0002
6802,200,5OB7X3CRN0M8SAJF,2016-06-08 04:45:03.935,0,28,0.0175,20.7,457,0.0005
6801,200,5OB7X3CRN0M8SAJF,2016-06-08 05:25:24.969,0,35,0.015700000000000002,57.6,510,0.0017
6800,200,5OB7X3CRN0M8SAJF,2016-06-08 05:49:54.583,0,23,0.0187,113.8,587,0.00030000000000000003
6799,200,5OB7X3CRN0M8SAJF,2016-06-08 12:25:31.014,0,2,0.026600000000000002,60.7,414,0.0004
6798,200,5OB7X3CRN0M8SAJF,2016-06-08 14:38:57.865,0,36,0.016,55.4,748,0.0037
6797,200,5OB7X3CRN0M8SAJF,2016-06-08 15:55:32.636,0,41,0.0151,85.3,663,0.009000000000000001
6796,200,5OB7X3CRN0M8SAJF,2016-06-08 15:56:45.248,0,41,0.0287,52.3,488,0.337
6795,200,5OB7X3CRN0M8SAJF,2016-06-08 19:35:00.189,0,10,0.0228,52.8,527,0.0004
6794,200,5OB7X3CRN0M8SAJF,2016-06-08 21:24:02.424,0,20,0.026000000000000002,47.0,385,0.0002
6793,200,5OB7X3CRN0M8SAJF,2016-06-09 01:13:34.676,0,30,0.0041,87.6,738,0.0008
6792,200,5OB7X3CRN0M8SAJF,2016-06-09 08:16:00.229,0,14,0.026600000000000002,70.6,489,0.001
6791,200,5OB7X3CRN0M8SAJF,2016-06-09 08:57:45.826,0,39,0.0135,64.6,444,0.0005
6790,200,5OB7X3CRN0M8SAJF,2016-06-09 11:54:24.630,0,25,0.0205,32.6,440,0.0019
6789,200,5OB7X3CRN0M8SAJF,2016-06-09 12:45:04.185,0,31,0.0088,100.2,678,0.0005
6788,200,5OB7X3CRN0M8SAJF,2016-06-09 19:28:58.213,0,24,0.018500000000000003,95.1,271,0.0034
6787,200,5OB7X3CRN0M8SAJF,2016-06-09 21:37:21.191,0,41,0.0155,61.0,516,0.0029
6786,200,5OB7X3CRN0M8SAJF,2016-06-09 23:18:50.729,0,37,0.0241,93.3,456,0.118
6785,200,5OB7X3CRN0M8SAJF,2016-06-10 04:56:23.436,0,22,0.0253,74.0,356,0.0001
