custid,dropperc,mins,consecmonths,income,age,churn_Y,prob
113236,0.0167597765363128,537,30,66.7,60,0,0.43504190814936594
841200,0.0168918918918919,592,46,82.3,41,0,0.4581607446841334
207737,0.0130434782608696,460,43,110.0,32,0,0.3154663263250304
635061,0.0375722543352601,346,28,69.2,56,0,0.49325593917308885
767907,0.0147058823529412,612,33,60.3,35,0,0.45892501057881574
144625,0.0266666666666667,450,24,32.9,57,0,0.4571055433953664
724198,0.0172413793103448,522,40,53.4,53,0,0.439793634740666
514737,0.017825311942959,561,33,80.3,35,0,0.45267889591245164
630291,0.0119521912350598,502,30,81.0,38,0,0.30801423306470166
523871,0.0151260504201681,595,37,60.2,63,0,0.4430772166361554
338318,0.0134589502018843,743,18,75.5,45,0,0.08662779306847462
271577,0.0158102766798419,506,33,56.2,42,0,0.44672261654805445
573972,0.0225733634311512,443,28,33.2,34,0,0.44385765852579306
480101,0.0221606648199446,361,27,75.9,43,0,0.4483611058106771
353291,0.0122950819672131,488,29,82.7,41,0,0.3061364416171225
928098,0.0292682926829268,410,20,53.0,30,0,0.44640076214483176
651109,0.0217391304347826,552,18,86.8,53,0,0.2692153143321353
117650,0.0283687943262411,423,20,86.0,28,0,0.45789211613675446
952674,0.0305882352941176,425,23,68.8,64,0,0.4402153807910221
57548,0.0172413793103448,638,26,94.4,35,0,0.45784500324135374
140979,0.0156985871271586,637,30,100.2,49,0,0.45071008431110987
759219,0.0284974093264249,386,18,71.4,45,0,0.2898444392404863
903250,0.0275049115913556,509,13,43.3,31,0,0.29153259814746224
821318,0.0252631578947368,475,31,41.8,35,0,0.47310074310255634
105904,0.0214669051878354,559,20,87.2,37,0,0.42899087016856935
673433,0.0165562913907285,604,27,107.8,47,0,0.4535846879836412
189559,0.0164948453608247,485,22,71.7,53,0,0.4001102774837009
402612,0.0130597014925373,536,30,95.1,26,0,0.31572200780902954
989108,0.00954198473282443,524,33,100.2,26,0,0.31572200780902954
822294,0.030812324929972,357,29,46.5,37,0,0.4714836521707812
403154,0.017175572519083998,524,1,82.4,39,0,0.2574095263391012
136213,0.0220713073005093,589,30,48.1,49,0,0.45325437252684736
162938,0.0192616372391653,623,30,82.6,54,0,0.4479311662685102
676232,0.0218687872763419,503,24,67.5,51,0,0.4590212044324754
351396,0.0173410404624277,519,23,74.2,48,0,0.4053182883591422
884964,0.0214132762312634,467,22,57.0,48,0,0.41322338985837603
368762,0.024390243902439,492,17,93.2,44,0,0.2803271001592114
686517,0.0147329650092081,543,34,97.4,47,0,0.45554880396202596
745500,0.0260521042084168,499,26,62.1,42,0,0.48407400080088586
135579,0.0253456221198157,434,26,68.4,31,0,0.4812951793024862
977721,0.0173010380622837,578,36,85.1,60,0,0.4464222747709425
488958,0.0151228733459357,529,12,71.0,33,0,0.2594261852260602
571815,0.0269058295964126,446,17,66.3,46,0,0.2799966953250069
794380,0.0231023102310231,303,22,40.0,31,0,0.41058468657689484
623087,0.0277777777777778,396,28,78.6,26,1,0.5002768901147988
225796,0.0145228215767635,482,20,64.7,37,0,0.4082591002886994
810943,0.0184804928131417,487,10,66.0,38,0,0.2531566203872247
981190,0.0211081794195251,379,38,61.4,50,0,0.4485705946249804
714802,0.0244821092278719,531,40,76.7,41,1,0.4842255152313101
745269,0.0263157894736842,456,36,63.2,23,0,0.49058485471064256
463699,0.0182481751824818,548,21,54.7,40,0,0.39855523433173545
913656,0.0105820105820106,567,20,44.0,31,0,0.26697813625584704
112922,0.0152027027027027,592,25,100.6,31,0,0.45784500324135374
353698,0.0222222222222222,495,19,85.1,61,0,0.4214493987739513
632977,0.0165562913907285,302,36,73.1,39,0,0.4372909732520433
387048,0.0209059233449477,574,27,66.0,38,0,0.46355819891382
411127,0.0171526586620926,583,35,76.9,47,0,0.4479311662685102
846750,0.0248138957816377,403,27,110.7,56,0,0.4719886204527248
483842,0.0247933884297521,605,31,68.7,46,0,0.4774925724359336
876569,0.009765625,512,33,72.2,51,0,0.30413649394666376
847767,0.0175438596491228,513,29,87.7,53,0,0.4483344730343459
181871,0.0187617260787993,533,16,53.8,41,0,0.24864185691605126
453913,0.0206611570247934,484,25,75.4,41,0,0.45948794741935434
458072,0.0143312101910828,628,26,41.9,38,0,0.44817648794024006
959710,0.0343007915567282,379,33,54.8,48,0,0.4782468465987323
624994,0.0397727272727273,352,26,61.9,52,1,0.49325593917308885
35673,0.027906976744186004,430,20,69.7,30,0,0.4545316809262144
897703,0.0238568588469185,503,19,73.2,23,0,0.45055776973962647
337344,0.0225563909774436,532,33,103.6,39,0,0.47261627189498834
386361,0.015625,512,11,99.0,40,0,0.2595621892839675
214383,0.014827018121911001,607,29,66.2,36,0,0.45892501057881574
239628,0.0207900207900208,481,19,16.7,49,0,0.4034141461689673
263652,0.0181451612903226,496,20,49.2,55,0,0.3941869501594498
236620,0.0167832167832168,715,24,67.0,34,0,0.2910270392536945
644575,0.0201342281879195,447,9,57.4,23,0,0.2669085769213191
303667,0.0201793721973094,446,26,56.7,42,0,0.4561256546511174
536496,0.014018691588784998,428,27,74.0,32,0,0.45453154490820236
683147,0.0160965794768612,497,22,22.3,52,0,0.385737588043032
710050,0.0253807106598985,394,14,56.2,44,0,0.27550228898765267
772829,0.0338983050847458,354,10,77.7,33,0,0.29304961450296685
535660,0.0164233576642336,548,43,102.5,31,0,0.46117948801313197
532482,0.0191204588910134,523,26,85.9,47,0,0.4455583210624038
432888,0.0266393442622951,488,31,64.7,68,0,0.4700513477062789
100114,0.00884955752212389,678,31,100.2,44,0,0.1846445978463079
429949,0.0128939828080229,698,24,68.6,27,0,0.1846309563651758
22066,0.0146788990825688,545,13,57.2,32,0,0.26243092364010634
414379,0.0242290748898678,454,15,34.3,27,0,0.26422511756468053
228576,0.0152284263959391,591,33,81.4,51,0,0.4479311662685102
353822,0.0147991543340381,473,33,89.3,70,0,0.4429847051797467
649357,0.0205992509363296,534,24,4.3,35,0,0.4471629612145997
668624,0.0125984251968504,635,30,65.8,45,0,0.30717394805611764
143761,0.0260047281323877,423,14,65.0,34,0,0.28212308263473407
567451,0.0191938579654511,521,22,97.8,41,0,0.41244547343656507
232570,0.0215264187866928,511,23,69.5,63,0,0.4114113704501387
509991,0.0121739130434783,575,30,87.9,40,0,0.3104131906113973
873819,0.02,500,22,102.8,42,0,0.421015232308617
886075,0.00906735751295337,772,41,58.4,42,0,0.18438121378991376
179346,0.021505376344086002,372,25,30.8,50,0,0.42373399421549407
116716,0.0340557275541796,323,38,70.8,25,1,0.5039176942991432
39897,0.0291777188328912,377,20,46.9,49,0,0.4286054379834714
937038,0.025,480,14,70.5,40,0,0.2815302813941095
125830,0.0330882352941176,272,19,71.0,30,0,0.4604636230080333
21896,0.0161943319838057,494,25,60.7,22,0,0.4528318090994008
486865,0.0199600798403194,501,29,100.4,45,0,0.45872124178520257
833150,0.0132547864506627,679,19,56.0,29,0,0.15852423419959166
472896,0.0239520958083832,501,25,79.7,42,0,0.47847700315638203
580686,0.0244444444444444,450,21,88.0,68,0,0.4234384643165313
152788,0.0193798449612403,516,19,85.0,49,0,0.4120270982581211
258377,0.0166051660516605,542,25,111.3,35,0,0.4583425909250063
198442,0.0301204819277108,498,24,53.1,40,0,0.4901575083039097
83319,0.0140056022408964,357,27,65.1,36,0,0.4380485705845049
839581,0.0284090909090909,528,32,87.4,59,0,0.49271575113962734
952807,0.009950248756218907,603,9,55.7,69,0,0.14770702124985602
724,0.0230179028132992,391,35,100.4,31,0,0.47291467507316154
23113,0.0112834978843441,709,21,87.3,35,0,0.16254834187440842
496919,0.0189075630252101,476,42,69.8,37,0,0.4470623312659477
320167,0.0209923664122137,524,37,59.2,45,0,0.46928875909819534
745430,0.0130057803468208,692,42,76.3,32,0,0.1880283539860295
454062,0.026000000000000002,500,37,32.7,43,0,0.4727608033061335
294104,0.0255102040816327,392,35,76.6,40,0,0.4764582928557978
865104,0.0197530864197531,405,41,66.1,56,0,0.44618532886814927
179322,0.0330578512396694,363,32,88.8,56,0,0.49023427990622087
67421,0.0232558139534884,516,26,66.3,38,0,0.47509789406097513
569046,0.0296296296296296,405,23,27.1,42,0,0.432855534862745
307392,0.018970189701897,369,29,45.7,36,0,0.4228561823837708
805269,0.011214953271027998,535,30,69.4,58,0,0.29518092833885573
371190,0.0177165354330709,508,9,89.2,32,0,0.2615897721334213
91171,0.0114068441064639,526,32,43.5,46,0,0.298215106786256
806299,0.0297482837528604,437,25,62.5,43,0,0.49295540971294904
550816,0.0338345864661654,266,17,65.5,38,0,0.2880881571188155
734832,0.0139211136890951,431,22,58.9,28,0,0.4312584459077648
15930,0.0256410256410256,429,26,78.7,56,0,0.47749287479065383
184420,0.0152284263959391,591,30,75.7,19,0,0.4585728228697264
95140,0.0188323917137476,531,22,70.0,37,0,0.40645451754565765
775799,0.0199501246882793,401,27,65.2,39,0,0.4450072453640477
438228,0.008988764044943821,445,26,77.4,34,0,0.3056473352968406
400305,0.0121130551816958,743,32,74.8,37,0,0.1829597321031619
152286,0.0274841437632135,473,21,29.1,33,0,0.4376407130752056
68655,0.0152505446623094,459,25,88.1,37,0,0.44749507430634256
860093,0.0135135135135135,518,23,70.7,45,0,0.27405616371256136
893595,0.02710027100271,369,28,52.2,30,0,0.45987067405110266
569138,0.0148423005565863,539,17,76.2,47,0,0.25949268186039354
590039,0.0220183486238532,545,15,83.7,41,0,0.2705999276519323
203957,0.0140105078809107,571,11,85.9,47,0,0.25949268186039354
569353,0.0209059233449477,574,18,70.9,47,0,0.2670114635978962
433149,0.0284552845528455,492,25,73.2,43,0,0.4995480935572351
935116,0.015527950310558997,644,32,80.0,62,0,0.4407390521961254
185713,0.0217391304347826,598,24,86.5,33,1,0.4747400861910016
469568,0.0291005291005291,378,27,56.4,33,0,0.4847059331383652
957681,0.01875,480,38,86.9,31,0,0.4558038538452483
841888,0.0064308681672025705,622,18,66.6,28,0,0.15950148769066907
538182,0.0207900207900208,481,11,62.4,28,0,0.2657574693500897
772427,0.0164533820840951,547,27,50.6,51,0,0.4341286208069199
870087,0.0114777618364419,697,39,60.8,48,0,0.18165136385224917
16700,0.0248138957816377,403,24,79.6,37,0,0.47084778947204825
529135,0.01743264659271,631,19,54.5,35,0,0.4100876468187278
165200,0.0141732283464567,635,25,45.0,30,0,0.45078044929405026
305638,0.0489130434782609,184,36,69.9,44,1,0.5218693047561642
587511,0.015748031496063,635,31,47.2,30,0,0.4435801090019523
997315,0.01953125,512,20,62.2,29,0,0.40899573626527375
2924,0.0211800302571861,661,30,47.9,21,1,0.47001411382129193
756148,0.0100574712643678,696,16,95.2,42,0,0.08752057042099852
884997,0.0194931773879142,513,22,42.8,47,0,0.3941869501594498
744424,0.0127118644067797,472,14,65.2,24,0,0.1572237742174552
403353,0.014308426073132,629,40,80.4,32,0,0.4680189598778953
747349,0.0143112701252236,559,7,103.8,38,0,0.2674667159079651
321053,0.0178970917225951,447,35,72.9,48,0,0.4402160084930207
947581,0.0326086956521739,276,22,52.2,45,0,0.4395092267064563
799902,0.0246913580246914,567,19,79.7,53,0,0.43995097346832995
706271,0.0175097276264591,514,30,92.2,40,0,0.4528542608392914
445935,0.0252808988764045,356,21,62.2,41,0,0.4247607424668508
829095,0.0256410256410256,507,39,53.9,50,0,0.4770652159273471
103744,0.0289532293986637,449,34,52.1,44,0,0.48474797715315626
28820,0.0286532951289398,349,29,58.2,50,0,0.47512055143175497
87188,0.0175131348511384,571,27,62.9,48,0,0.4422145652281731
319969,0.0175438596491228,513,20,43.8,35,0,0.40108043846832747
418424,0.0319148936170213,376,38,69.3,36,0,0.4936970486390792
407589,0.0136986301369863,511,22,85.2,53,0,0.270438859708502
678023,0.0133928571428571,672,20,72.2,38,0,0.2808921693342019
969881,0.00641025641025641,468,22,17.7,21,0,0.25864624421013876
583967,0.0181451612903226,496,25,82.0,40,0,0.45007295485732784
314460,0.0193548387096774,620,25,70.2,35,0,0.4550585384234619
116564,0.0152439024390244,656,12,103.9,42,0,0.2684420343739019
619697,0.0204918032786885,488,17,63.7,48,0,0.26105719371436586
208433,0.00749063670411985,534,30,63.1,44,0,0.3051346189785331
594675,0.0241228070175439,456,28,31.7,36,0,0.4553231942948348
576469,0.0211764705882353,425,24,49.7,39,0,0.4500360831022412
990991,0.0113636363636364,528,31,77.1,40,0,0.30801423306470166
334309,0.0141342756183746,566,33,83.1,22,0,0.463424737917852
717332,0.0138248847926267,651,34,79.8,48,0,0.48213699485380185
360463,0.0152091254752852,526,13,68.8,42,0,0.25482879074801634
676059,0.0116448326055313,687,9,63.7,43,0,0.08556199643013486
175641,0.0271493212669683,442,23,66.1,46,0,0.43779944714798597
461380,0.0395256916996047,253,24,57.7,48,0,0.49325593917308885
424322,0.013595166163142,662,27,82.3,36,0,0.3176057018919566
269112,0.0154738878143133,517,34,83.5,32,0,0.45267889591245164
653501,0.0251046025104603,478,14,53.6,42,0,0.2734229242319353
126293,0.0240700218818381,457,24,26.6,49,0,0.4481950862233628
813023,0.0203619909502262,442,30,70.6,47,0,0.4549570041059258
740129,0.0182186234817814,494,35,100.9,37,0,0.4528542608392914
656666,0.0144927536231884,552,29,78.5,61,0,0.4455575562798754
642872,0.0280172413793103,464,29,62.3,45,0,0.49295540971294904
820756,0.0186915887850467,535,25,68.4,21,0,0.4528318090994008
312574,0.0178890876565295,559,23,76.4,31,0,0.4122739657628961
32434,0.0155945419103314,513,38,69.7,53,0,0.44790157631316396
393761,0.0162454873646209,554,23,81.6,45,0,0.4097264993954439
842464,0.0202020202020202,594,39,70.2,38,0,0.4729949031362247
615835,0.0125260960334029,479,29,109.5,23,0,0.3135554175836006
243321,0.0247148288973384,526,36,77.5,28,0,0.4868541362692518
831470,0.0147058823529412,544,17,114.9,49,0,0.26390476859644857
564031,0.0229007633587786,262,22,107.8,27,0,0.43090550131923083
751524,0.0278969957081545,466,22,44.9,34,0,0.44640076214483176
231658,0.0110497237569061,543,25,42.7,39,0,0.298215106786256
300461,0.0404984423676012,321,26,67.9,32,1,0.5096034707761558
238779,0.0272952853598015,403,39,87.7,32,1,0.5053003353578547
680832,0.0166051660516605,542,30,77.3,58,0,0.4383740532372962
200277,0.0165016501650165,606,20,58.7,39,0,0.40877264916215
683072,0.0170575692963753,469,22,69.6,50,0,0.39686345774318904
211404,0.0173228346456693,635,36,59.9,58,0,0.4430772166361554
526086,0.0160771704180064,622,34,63.3,33,0,0.45170157122436294
767651,0.013353115727003,674,38,84.7,36,0,0.3226170786912158
23607,0.0149700598802395,668,28,87.8,49,0,0.46401822555857486
577531,0.0378378378378378,370,20,92.6,64,0,0.45114355365547193
87959,0.0105448154657293,569,11,48.3,34,0,0.15389289986911256
594237,0.009202453987730059,652,28,68.2,33,0,0.31467719464272204
426634,0.0207852193995381,433,13,86.6,58,0,0.2593423726472575
3383,0.0189393939393939,528,17,68.6,42,0,0.25482879074801634
888344,0.0183333333333333,600,31,69.6,33,0,0.45170157122436294
752786,0.0223713646532438,447,29,73.6,33,0,0.4641592972375574
200242,0.0158450704225352,568,18,20.3,30,0,0.24400162642043283
806762,0.0226876090750436,573,35,88.7,45,0,0.4812802201017077
356564,0.0200803212851406,498,29,44.7,57,0,0.43994807094374233
57808,0.0155902004454343,449,17,81.0,51,0,0.2498549719418342
319644,0.0223463687150838,358,38,92.8,52,0,0.45232159872603384
53572,0.0180831826401447,553,26,77.9,45,0,0.45007295485732784
432380,0.0168855534709193,533,35,99.4,24,0,0.458977745289506
132613,0.0141342756183746,566,22,66.0,31,0,0.41605445858146045
647456,0.0292553191489362,376,17,67.6,41,0,0.28275855750745044
189193,0.0242537313432836,536,22,84.1,31,0,0.44020204577282135
212615,0.0142566191446029,491,34,58.3,42,0,0.45174572066798474
982010,0.0151515151515152,594,20,52.7,28,0,0.403388750618411
919320,0.0232558139534884,387,27,95.3,38,0,0.47029233926002906
527851,0.0227703984819734,527,10,52.8,41,0,0.27058862794431554
872840,0.0226244343891403,442,25,79.4,57,0,0.45700892446354546
533230,0.0161290322580645,620,27,74.8,52,0,0.4479311662685102
858236,0.016260162601626,615,26,81.8,45,0,0.4524502228430497
463613,0.0181488203266788,551,23,46.7,45,0,0.39855523433173545
230462,0.0159857904085258,563,25,57.8,44,0,0.44672261654805445
11696,0.0218340611353712,458,34,18.4,42,0,0.44126155784047794
977764,0.0189753320683112,527,27,39.3,35,0,0.4412118921074305
883914,0.0211864406779661,472,33,49.0,33,0,0.45264198639001185
958300,0.0364741641337386,329,32,92.5,43,1,0.4999098738203334
678771,0.023936170212766002,376,33,34.5,42,0,0.44195121858948483
851886,0.0239852398523985,542,26,38.3,44,0,0.4669139930327827
220402,0.0317460317460317,378,25,82.6,29,0,0.4880898348004701
592793,0.0129032258064516,465,27,65.4,37,0,0.3005632720938874
276695,0.0207852193995381,433,28,55.8,45,0,0.4500360831022412
43704,0.0152091254752852,526,25,54.8,43,0,0.4386190615689706
920648,0.0183823529411765,544,31,57.3,38,0,0.44672261654805445
632293,0.0277078085642317,397,23,82.7,37,0,0.45306390275988045
126890,0.0189982728842832,579,33,55.2,41,0,0.4409843444614718
122835,0.0240295748613678,541,33,52.8,41,0,0.4669139930327827
946669,0.0192307692307692,520,23,113.3,56,0,0.41083421699983297
463117,0.0134730538922156,668,20,68.7,39,0,0.27816419120778435
177514,0.0168453292496172,653,32,59.1,44,0,0.45516512795682595
649312,0.0246913580246914,486,24,77.2,49,0,0.4685279791769932
838530,0.0147058823529412,408,20,79.6,46,0,0.4115355368219208
939248,0.0320987654320988,405,35,84.1,38,0,0.49734434639465613
780539,0.0137362637362637,364,27,105.8,39,0,0.29704738342854237
653607,0.0242990654205607,535,22,74.0,40,0,0.4376105021717829
193528,0.0188679245283019,530,32,36.7,54,0,0.42542433003291613
204459,0.0252365930599369,634,39,70.1,31,1,0.4982425285792007
334480,0.0283975659229209,493,23,42.0,46,0,0.4469701157951514
615543,0.024,375,27,97.5,49,0,0.46049201000487505
960162,0.0162866449511401,614,31,73.8,41,0,0.4524502228430497
409777,0.0330788804071247,393,31,65.6,26,1,0.5024641546461716
684827,0.0140845070422535,497,38,31.6,48,0,0.4382194604538487
48674,0.0321428571428571,280,27,44.9,42,0,0.4747132350205614
637430,0.0251937984496124,516,34,112.5,42,1,0.49316441515508674
247805,0.0262529832935561,419,14,92.1,47,0,0.281312845279053
505707,0.0241545893719807,414,22,33.6,36,0,0.41486114298763593
651400,0.0199004975124378,402,29,76.7,24,0,0.45446832366960627
34255,0.0199115044247788,452,0,91.4,38,0,0.25994697920689824
332564,0.0226843100189036,529,30,80.1,48,1,0.4739229915540221
338453,0.0118243243243243,592,28,95.4,43,0,0.3124719340013978
714119,0.0202205882352941,544,29,78.0,50,0,0.4603310991143915
270520,0.0191204588910134,523,24,78.0,37,0,0.45007295485732784
644394,0.0261904761904762,420,15,52.8,27,0,0.2783544791649847
796904,0.0155038759689922,516,16,91.5,44,0,0.2595621892839675
560204,0.015,600,40,68.2,33,0,0.45741053754744304
56719,0.0160714285714286,560,25,72.8,48,0,0.4455583210624038
974053,0.0148698884758364,538,20,66.0,40,0,0.4135000673871384
376259,0.0198019801980198,505,19,89.5,46,0,0.42495867724662506
845657,0.0225352112676056,355,17,61.3,54,0,0.25007761064969963
88039,0.025844930417495,503,31,62.9,37,1,0.48407400080088586
81690,0.0175054704595186,457,28,20.7,53,0,0.42014049358803146
359106,0.0197530864197531,405,13,75.2,37,0,0.2560846327398893
106077,0.0316742081447964,442,15,31.2,32,0,0.27986669426845945
583321,0.0131147540983607,610,25,90.5,43,0,0.3124719340013978
912941,0.0163934426229508,549,22,58.5,47,0,0.40205753140706224
160839,0.0113821138211382,615,35,71.6,38,0,0.3100642198993456
390854,0.0206378986866792,533,24,56.1,39,0,0.45334988973779944
197657,0.0150829562594268,663,32,104.1,43,0,0.4642011152113743
307074,0.0180995475113122,442,31,38.6,46,0,0.4332949289946669
956243,0.0271966527196653,478,34,54.0,45,0,0.47047829648254913
880560,0.0218181818181818,550,18,51.0,58,0,0.252492841719357
721005,0.0241228070175439,456,37,93.3,32,0,0.4842510959389424
688914,0.0141129032258065,496,36,67.6,41,0,0.45964587744779534
642649,0.0155172413793103,580,21,87.0,54,0,0.41034913239549803
965563,0.0229885057471264,522,17,41.1,23,0,0.27548844525494526
665660,0.020109689213893996,547,27,39.7,39,0,0.45334988973779944
366592,0.0182926829268293,492,20,57.9,56,0,0.3999377699764129
491599,0.0119402985074627,670,25,77.9,41,0,0.31532935071243495
995997,0.0175097276264591,514,20,89.8,43,0,0.41244547343656507
929773,0.0183028286189684,601,30,43.4,39,0,0.4409843444614718
268818,0.0260416666666667,576,26,48.8,45,0,0.475875658103773
104317,0.0144230769230769,624,35,95.5,34,0,0.4650833529684732
804616,0.0233766233766234,385,39,104.1,37,0,0.47892756592896557
499894,0.032258064516129,465,40,66.8,52,1,0.4973861362601433
298763,0.0252918287937743,514,27,58.3,33,1,0.4867025754783386
957080,0.014018691588784998,642,37,80.8,60,0,0.45363113768677066
395051,0.0185614849187935,431,27,36.3,28,0,0.42716782199808373
408836,0.0133843212237094,523,25,69.9,32,0,0.3073704140722171
768901,0.0162271805273834,493,24,84.1,53,0,0.4433792749343736
674328,0.0173267326732673,404,25,68.1,44,0,0.4391733514350965
654264,0.0195694716242661,511,21,87.4,48,0,0.40802823055758014
186374,0.0138888888888889,576,30,46.6,60,0,0.45484732453374244
326671,0.0162932790224033,491,28,123.7,42,0,0.45354309379662683
702294,0.0190839694656489,524,23,94.4,37,0,0.41244547343656507
957977,0.026525198938992,377,33,66.9,52,0,0.46327289171228747
416059,0.0151006711409396,596,31,77.6,32,0,0.4550585384234619
535192,0.0164948453608247,485,25,64.0,44,0,0.441377457176576
682454,0.0104166666666667,576,41,91.5,43,0,0.3153635271463069
983722,0.008080808080808079,495,27,17.9,52,0,0.28708411775709675
351725,0.0202020202020202,594,34,65.0,35,0,0.4665066536881385
56267,0.0179487179487179,390,13,98.7,29,0,0.25316957153762076
212492,0.0142602495543672,561,29,66.6,41,0,0.4539323524657778
861351,0.0163204747774481,674,34,69.1,44,0,0.45516512795682595
108739,0.0212765957446809,517,24,89.3,43,0,0.46972473991097197
254730,0.0283400809716599,494,36,50.3,37,1,0.495912911558376
45351,0.0227272727272727,440,17,83.7,55,0,0.2718700757643504
303237,0.0186335403726708,483,34,68.8,37,0,0.441377457176576
630346,0.0205223880597015,536,35,54.0,33,0,0.4559590728768951
511807,0.015625,448,29,64.3,49,0,0.43688075358836775
582848,0.0135363790186125,591,15,67.8,44,0,0.1580957746014782
614623,0.0252631578947368,475,25,92.5,38,0,0.48485444590150484
33972,0.0201342281879195,447,23,100.9,42,0,0.4216768988317293
232533,0.0371428571428571,350,13,51.7,36,0,0.29108004918791475
714474,0.0158730158730159,567,24,75.0,36,0,0.45267889591245164
359804,0.0201612903225806,496,28,97.6,21,0,0.4738152246684663
939579,0.0174825174825175,572,8,83.5,44,0,0.2574095263391012
411319,0.0144736842105263,760,38,78.7,43,0,0.3025412872254155
313989,0.0282352941176471,425,35,76.6,56,1,0.4917777203836746
867783,0.0200400801603206,499,22,42.0,39,0,0.40423847704261645
85315,0.0220385674931129,363,32,63.9,32,0,0.44761368910748706
298107,0.0110584518167457,633,27,72.6,50,0,0.30617209149247815
87506,0.0132827324478178,527,18,74.4,60,0,0.15239906232061326
434219,0.0287206266318538,383,15,72.6,36,0,0.2920152818290323
330919,0.0167224080267559,598,33,93.7,50,0,0.45071008431110987
564249,0.0202702702702703,444,27,59.2,21,0,0.46225600227762714
375699,0.0290697674418605,344,17,48.9,30,0,0.27632464271890345
921469,0.0173697270471464,403,33,76.2,57,0,0.43801315498400756
477353,0.0149253731343284,469,21,61.6,62,0,0.39686271671587303
648605,0.0121396054628225,659,27,51.2,50,0,0.30154104105438384
193169,0.0235294117647059,510,20,45.3,46,0,0.4262279492251533
943651,0.016,500,32,51.6,48,0,0.4341286208069199
44236,0.0164319248826291,426,26,75.7,43,0,0.4447199299536896
711672,0.0238095238095238,546,24,37.0,49,0,0.4535557741409505
112141,0.0398406374501992,251,34,117.1,45,0,0.5069148521317588
336168,0.0113065326633166,796,26,81.2,19,0,0.1866788727350635
459142,0.0229226361031519,349,17,75.3,30,0,0.26707054039439854
976699,0.031496062992126,381,17,79.7,50,0,0.2818039426764634
671288,0.0151515151515152,528,12,90.2,36,0,0.2615897721334213
324533,0.0144665461121157,553,18,68.6,41,0,0.2603991202084659
524244,0.0243407707910751,493,28,67.4,44,0,0.472897600687429
355962,0.0114192495921697,613,29,36.6,46,0,0.29281934267752546
547992,0.0191693290734824,626,48,41.9,28,0,0.4492705365667343
969207,0.0126582278481013,474,32,72.2,40,0,0.3034185832266941
683290,0.0191570881226054,522,45,56.5,37,0,0.45242057900402033
361177,0.0262096774193548,496,27,61.7,39,1,0.48407400080088586
366461,0.0162748643761302,553,19,61.2,39,0,0.4131690677834502
541424,0.0173697270471464,403,19,53.8,44,0,0.39787607143955384
999164,0.0210016155088853,619,32,83.0,26,1,0.4754712092288303
816501,0.0200892857142857,448,28,113.6,45,0,0.456227609305373
934987,0.0286396181384248,419,39,83.8,53,1,0.4975335829371291
795362,0.0280612244897959,392,32,82.6,32,0,0.49337141417879465
387287,0.0181818181818182,550,29,54.7,39,0,0.4386190615689706
780204,0.0168855534709193,533,33,61.1,35,0,0.4493250088807832
287041,0.0124223602484472,483,30,74.0,53,0,0.29957365363617505
600953,0.013645224171540002,513,14,93.9,53,0,0.15768610983095308
683050,0.0194174757281553,412,33,58.9,46,0,0.441377457176576
943956,0.0149750415973378,601,39,59.8,45,1,0.4620312271368831
855377,0.0297297297297297,370,27,66.6,27,1,0.4858396993772268
319663,0.0168776371308017,474,28,52.3,36,0,0.4358807235903278
914624,0.0170542635658915,645,32,83.8,34,0,0.4550585384234619
234804,0.0135440180586907,443,36,57.5,19,0,0.310688053161436
440111,0.0298850574712644,435,24,53.0,40,0,0.48474797715315626
66570,0.0109289617486339,549,16,75.6,37,0,0.15862161831445076
331904,0.0217917675544794,413,36,27.9,52,0,0.44243763031482736
927293,0.0087260034904014,573,18,56.9,50,0,0.15442307176408931
214339,0.0246406570841889,487,20,53.4,43,0,0.4240711323921325
78169,0.0425531914893617,235,19,60.2,36,0,0.4753849995095051
299619,0.0207900207900208,481,27,71.9,30,0,0.4641592972375574
215732,0.0173310225303293,577,19,72.2,50,0,0.4120270982581211
170090,0.0158730158730159,630,30,45.1,51,0,0.43648851650082043
781515,0.0166389351081531,601,32,50.7,44,0,0.4409843444614718
875965,0.0267857142857143,448,33,46.9,28,0,0.47310074310255634
728501,0.0127737226277372,548,21,97.6,49,0,0.2726604763272755
322769,0.0156599552572707,447,27,31.9,46,0,0.42459481145637396
296224,0.0217391304347826,460,19,104.2,53,0,0.428857901402238
100371,0.0186219739292365,537,21,62.9,50,0,0.40205753140706224
680741,0.019047619047619,525,20,64.0,55,0,0.40205753140706224
783220,0.0168224299065421,535,29,46.7,42,0,0.4386190615689706
390685,0.0151745068285281,659,25,86.9,43,0,0.4613160329934845
855403,0.0164917541229385,667,30,62.8,31,0,0.457776009615099
161795,0.0156794425087108,574,40,68.3,25,0,0.458543113823063
844662,0.0189393939393939,528,33,78.1,32,0,0.45267889591245164
78001,0.0204081632653061,490,29,82.0,26,0,0.46881773281535316
170202,0.013986013986014,715,27,47.3,33,0,0.29026011568426296
795779,0.0181564245810056,716,27,68.0,46,0,0.2888605458226835
225235,0.0184757505773672,433,23,57.0,30,0,0.4037725561301673
986022,0.0213219616204691,469,36,75.0,36,0,0.4698907792935497
834884,0.0192771084337349,415,29,107.9,43,0,0.4503659851195184
155157,0.014519056261343003,551,24,104.6,37,0,0.4629646622292608
680807,0.0114777618364419,697,31,68.3,40,0,0.18094353871964866
