custid,consecmonths,KPI_DeviceSat,KPI_NetworkQual,churn
728006,38,0.0209945071970769,0.52729759,N
335754,29,0.0173486107993269,0.83990507,N
27789,19,0.0194927683174706,0.6602531070000001,N
334955,16,0.0108236563568198,0.669523864,N
803118,33,0.0180105104766891,0.682172714,N
976517,37,0.0159348691221115,0.505495235,N
39074,23,0.00671716720455959,0.494816793,N
702526,22,0.00922382707397975,0.504723331,N
622414,8,0.0174340824297615,0.68596116,N
19840,26,0.0119227196432045,0.676293785,N
928176,27,0.013695275058098,0.477337418,N
829486,19,0.018053403111323,0.578274481,N
368817,3,0.0112567835798726,0.7251544259999999,N
899606,36,0.0228888698089772,0.771366181,N
61344,23,0.0196613695472068,0.494816793,N
744921,30,0.0166210338341923,0.504101766,N
376077,13,0.0223306759531896,0.72642769,N
118195,27,0.0186970669004672,0.600171687,Y
108509,18,0.0143152154251189,0.480935685,N
736,40,0.0204402922598048,0.76433369,N
718173,28,0.0230404284801398,0.782987398,N
817490,22,0.0160187859745357,0.280732339,N
45904,16,0.0222249176227284,0.7603546409999999,N
788482,21,0.0190168922989248,0.5587315279999999,N
369906,18,0.0192047089920978,0.5587315279999999,N
793125,26,0.0215341793554465,0.596008496,N
939355,18,0.0106509934320648,0.518515331,N
733121,32,0.0161413978985807,0.57554101,N
77380,22,0.00930707539563157,0.449970743,N
897124,27,0.0112804993646696,0.666486778,N
719338,38,0.00640251136799656,0.701120968,N
984140,31,0.00924448064876945,0.699822899,N
956545,30,0.0206731154377331,0.683470195,N
83142,34,0.0182026665131965,0.662148594,N
921533,33,0.0211226819846436,0.504723331,N
7636,16,0.0282789757254892,0.710411481,N
545716,30,0.0156754945665001,0.57554101,N
950237,27,0.0101643832480838,0.504723331,N
610645,31,0.0213256920210237,0.480935685,N
349801,24,0.0179565839669315,0.465253994,N
380903,37,0.012293517921625,0.83990507,N
139898,26,0.012741795347248,0.526147204,Y
135631,32,0.0158892819967674,0.42586013,N
876618,25,0.0059663021522960895,0.762236806,N
29016,31,0.0156979773525111,0.446264904,N
125692,25,0.0144090529094225,0.72866274,N
201964,37,0.0180258878506646,0.206129064,N
237153,42,0.012554820381514,0.659160634,N
586736,27,0.0177265044919706,0.649688725,N
831020,36,0.0196652625746154,0.480705402,N
999510,34,0.0163411902948763,0.7603546409999999,N
754157,22,0.0192828835159532,0.467185722,N
411574,28,0.0214214720819302,0.596008496,N
451823,21,0.016106078224573998,0.689617563,N
75358,15,0.0242479125177769,0.7603546409999999,N
983621,15,0.0119128242036646,0.82300172,N
523126,29,0.0193373755611623,0.769295185,N
356054,23,0.0215801821630758,0.6602531070000001,N
948901,16,0.00794552658687415,0.83990507,N
980250,13,0.0208132339561521,0.549088394,N
645120,28,0.0139702790069923,0.691894965,N
235729,25,0.00859712068661379,0.596008496,N
830594,32,0.0225416583813961,0.630777366,N
195651,28,0.0145896671410736,0.688403005,N
470060,15,0.0103749038510484,0.548771407,N
348112,14,0.0272137042538743,0.76732243,N
838197,26,0.0198586470820992,0.5766812729999999,N
433161,29,0.0220611768007546,0.274056334,N
699751,22,0.0206307697998987,0.518515331,N
316782,31,0.0172814169834074,0.83990507,N
252854,18,0.0204163358286072,0.24748987100000006,N
229660,19,0.0191624814050681,0.4789915970000001,N
50078,28,0.0157731154377331,0.7140736990000001,N
74521,21,0.0281356645277973,0.637194809,N
836085,32,0.013931847747032,0.494816793,N
577401,18,0.0160206844730981,0.467185722,N
421488,24,0.0190421818571519,0.303557093,N
444332,27,0.0166886722470775,0.637437199,N
218655,43,0.0165537986027364,0.674769965,N
788733,23,0.0176093812449655,0.71239533,N
779272,41,0.0217449507700328,0.280732339,N
369551,31,0.0179651166154622,0.7603546409999999,N
695791,24,0.0121797273337103,0.5244084920000001,N
937792,36,0.0184749218865096,0.206129064,N
894890,47,0.007226883708449791,0.504723331,N
909570,29,0.00788117604110505,0.698716806,N
28028,33,0.0147144128919388,0.480705402,N
559387,22,0.0220636923269476,0.7603546409999999,N
451364,21,0.0244332718290409,0.785960397,N
945995,30,0.0222206904754508,0.755697721,N
90310,27,0.0064411985553588106,0.5587315279999999,N
308813,26,0.0214559981287136,0.7467135090000001,N
880687,21,0.0180542464238929,0.68596116,N
812321,15,0.0144820282094618,0.480935685,N
890272,19,0.018012242766725,0.7603546409999999,N
125859,27,0.00698420028288295,0.57554101,N
841614,19,0.0144713039488913,0.787542904,N
344288,24,0.0192952460372424,0.7251544259999999,N
202292,18,0.0192464805006618,0.7467135090000001,N
597090,29,0.0147829434324705,0.373971178,N
479792,25,0.0169332168645527,0.570390095,N
197281,11,0.00929302880028605,0.6952925190000001,N
302707,32,0.0160862674631836,0.755697721,Y
197986,35,0.014808102229336,0.787542904,N
33619,31,0.0124559680280668,0.439681931,N
648269,34,0.0193041327958823,0.303557093,N
913496,16,0.0239623467913979,0.052555223,N
587951,41,0.0170387128578774,0.6762420640000001,Y
283898,23,0.0115587612266032,0.67244134,N
279006,30,0.0121300208854913,0.678190805,N
134903,30,0.0105949531141961,0.303557093,N
650677,30,0.0210345615991798,0.206129064,N
672886,21,0.0213538684642877,0.666347695,N
811188,25,0.008393418493081659,0.57554101,N
915539,23,0.0192268708465075,0.607223086,N
788842,35,0.00953632907895236,0.83990507,N
979932,38,0.0138102483081363,0.605437584,N
252871,13,0.0181205445311792,0.467185722,N
123227,25,0.0197316617107129,0.6793432159999999,Y
878030,40,0.0202092625100606,0.596008496,N
359264,26,0.0185675641552751,0.5587315279999999,N
32826,33,0.0103051203332217,0.710411481,N
637346,24,0.0160129268118039,0.73313783,N
710948,37,0.0199604964953805,0.600171687,N
816956,24,0.0237868312648871,0.6602531070000001,N
505545,30,0.009756016011560759,0.578274481,N
983525,23,0.00722344515169823,0.659160634,N
672597,30,0.0131074732550724,0.303557093,N
615059,27,0.016022560752408002,0.76732243,N
592615,33,0.0201395071330412,0.578274481,N
642693,33,0.0154955338063905,0.696959938,Y
870134,26,0.0123840495334181,0.535241194,N
315678,24,0.0119226276516945,0.5766812729999999,N
746812,32,0.0124924024428754,0.716983294,N
787578,28,0.0189531460223894,0.563376754,N
445924,21,0.0188556435251293,0.710411481,N
676503,37,0.0152318220702778,0.83990507,Y
385816,24,0.0164181877954044,0.480935685,N
842658,22,0.0134168143161029,0.596008496,N
828684,27,0.0221541851143602,0.57554101,N
368572,39,0.0093087339471453,0.714351016,N
157504,10,0.0220840500503507,0.683470195,N
125952,27,0.0118979124199905,0.7086083609999999,N
172741,35,0.0142084944544835,0.6952925190000001,N
791048,20,0.0207338857229619,0.655015582,N
832551,32,0.0077043301700908595,0.500946611,N
254324,38,0.0158682998506937,0.752001893,N
135177,24,0.0220296503593471,0.57554101,N
670975,24,0.0192454517906379,0.764495202,N
409755,31,0.0208577027955768,0.303557093,N
243059,24,0.0308377745928599,0.736806298,Y
433198,37,0.0236853647696793,0.480935685,N
543728,23,0.00973394807730989,0.83990507,N
60079,29,0.0146577521005939,0.692288578,Y
66689,28,0.013346979811779,0.692426419,N
987108,23,0.022197734295215,0.676293785,N
585048,26,0.0202614887222597,0.469283276,N
483990,35,0.007378816526279221,0.713182599,N
72632,33,0.0253280840816109,0.782987398,N
558656,20,0.0216236532717415,0.771366181,N
707074,24,0.0163025694049944,0.6453962520000001,Y
624930,32,0.0136995969936577,0.662148594,N
663396,30,0.0202993302061368,0.494816793,N
636219,28,0.0157886904244134,0.856387665,N
613688,14,0.0094390030989118,0.637437199,N
420279,32,0.0236427023056557,0.76732243,Y
637129,27,0.0247156847074722,0.7603546409999999,N
207087,29,0.0199937446070491,0.493775228,N
293907,21,0.0283234550814885,0.649688725,N
909449,23,0.0141376459679773,0.68596116,N
443218,42,0.0185592839678794,0.674769965,N
707490,37,0.0156645808677708,0.642413693,N
397912,19,0.0210265030072562,0.7603546409999999,N
232815,35,0.0147679719986143,0.303557093,N
947804,35,0.0172166329935053,0.206129064,N
503791,36,0.0185609541822126,0.518515331,N
716825,20,0.0183297880914168,0.504723331,N
297920,3,0.0255664345833872,0.280732339,N
605382,35,0.0178457302182112,0.596008496,N
761848,22,0.0225806506606433,0.480935685,N
513719,34,0.0231177203552417,0.718890458,N
123738,27,0.0176420555384326,0.716983294,N
803189,28,0.020790455193505,0.76433369,N
701999,42,0.0103731465030901,0.83990507,N
29159,13,0.008096933663933159,0.692426419,N
612477,31,0.0202954771167016,0.549088394,N
123373,33,0.0188682332463298,0.535241194,N
440353,9,0.0106586055511868,0.7603546409999999,N
761900,19,0.0196198765798464,0.682172714,N
166989,23,0.0124434493995716,0.710411481,N
685367,18,0.0189147852947241,0.588356,N
224831,28,0.0104090529094225,0.588356,N
20155,37,0.0164875773309105,0.494816793,N
510289,27,0.0197435622033654,0.7603546409999999,N
289987,10,0.0133510421238035,0.55568636,N
217559,30,0.0103914940540073,0.83990507,N
937761,28,0.016320137127802,0.206129064,N
285802,34,0.0193205956594535,0.500946611,N
840525,22,0.0223445946979595,0.636124276,N
669680,31,0.0143405252169269,0.526147204,N
513211,40,0.02082367619764,0.206129064,N
765501,18,0.0249104944272501,0.6793432159999999,N
14839,18,0.0176728828325875,0.596008496,N
99452,26,0.009805933403420009,0.480705402,N
610259,24,0.0131606134399157,0.714351016,Y
876688,34,0.0178894601697715,0.477337418,N
313431,24,0.0145176835220071,0.73313783,N
984708,17,0.0154057240619956,0.7140736990000001,N
948015,21,0.0161551436955626,0.316290503,N
417748,36,0.022490044731316,0.549088394,Y
985916,8,0.0204291438652876,0.477337418,N
155865,26,0.0118485899651209,0.57554101,N
307046,18,0.0249833042923702,0.682172714,N
987309,21,0.0107666919789144,0.504101766,N
17671,27,0.018316146585937,0.752001893,N
103310,34,0.0189564870506658,0.180675803,N
376180,33,0.0133290983606884,0.7603546409999999,N
757931,41,0.0185134980870786,0.052555223,N
948250,37,0.0168144153196617,0.303557093,N
418629,22,0.0211545199321456,0.588356,N
40031,14,0.0134120686517662,0.630777366,N
189333,22,0.0225055701092838,0.494816793,N
902064,13,0.0223353598945983,0.563376754,N
421871,11,0.0269660334622123,0.480705402,N
328158,39,0.0272023669311225,0.714351016,N
578613,42,0.0136923209547427,0.7022373940000001,Y
993811,26,0.00616492782754831,0.785960397,N
733525,27,0.012827129376349,0.701120968,N
4417,26,0.0213335034111547,0.55568636,N
7763,27,0.0205202225813105,0.691894965,N
882641,43,0.019598016425631,0.649688725,N
388013,36,0.0118022724514953,0.714351016,N
737532,27,0.0209094960950339,0.753356481,Y
721548,25,0.0147728557705156,0.373971178,N
711700,28,0.018155017605384,0.280732339,N
459037,32,0.0189923109220152,0.636124276,N
210924,31,0.0240044934818633,0.42586013,N
570875,26,0.0172166329935053,0.592689247,N
721088,17,0.0184373755611623,0.8077399609999999,N
138633,23,0.0141839209800009,0.655300173,N
249510,37,0.00897706243991365,0.682172714,N
720770,30,0.00917117926702628,0.68596116,N
330181,32,0.0126000019852709,0.206129064,N
962844,47,0.0136891440100339,0.504723331,N
324187,30,0.00971760814138755,0.500946611,N
788082,20,0.00913282566473536,0.607223086,N
944120,30,0.00569868875198456,0.684271436,N
529701,22,0.0101938219176048,0.504723331,N
16158,38,0.0220621426019759,0.52729759,N
888648,16,0.017847181974971,0.180675803,N
755270,28,0.0255957788259556,0.67244134,Y
395427,29,0.0152609582057377,0.659160634,N
254821,42,0.0199517366654651,0.52729759,Y
907270,7,0.023480625299255,0.280732339,N
817815,22,0.011956619008401002,0.480705402,N
423669,23,0.0207454600287368,0.55568636,N
334637,27,0.0073695965004709095,0.7603546409999999,N
748190,27,0.021788775774058,0.692426419,N
323520,25,0.0138697683300584,0.5766812729999999,N
903825,31,0.009724664524044873,0.83990507,N
556128,29,0.0193239315394441,0.82300172,N
588382,26,0.0291479125177769,0.578274481,N
901266,30,0.0200090653490342,0.71239533,N
999530,36,0.0158636953771808,0.280732339,N
376190,26,0.018575367248019,0.6409399370000001,N
762052,14,0.0170414651189755,0.274056334,N
336244,5,0.00593157593989964,0.7086083609999999,N
992180,24,0.0194974062606499,0.24748987100000006,N
499007,24,0.0231758834415807,0.666347695,N
108867,23,0.0185166378126683,0.531512605,N
128638,27,0.0174433165483151,0.5766812729999999,Y
238806,22,0.0195305023572509,0.637194809,N
3308,22,0.0193590917765286,0.578274481,N
186716,41,0.0225168777857677,0.7464753270000001,N
64730,32,0.019858501952254,0.67244134,N
577089,19,0.0151700282141626,0.596008496,N
337041,37,0.0248750281943694,0.504723331,N
499166,29,0.019197030058098,0.714351016,Y
314481,30,0.0170779170452407,0.701120968,Y
98285,24,0.0218068142616818,0.303557093,N
225255,17,0.013344114171183,0.504723331,N
804872,28,0.0182112538236215,0.785960397,N
537173,21,0.0155499338792426,0.642413693,N
871375,13,0.0166151249067276,0.586984301,N
370516,15,0.0157481771812889,0.578274481,N
114738,22,0.0169182217830634,0.570390095,N
648032,37,0.0108063116178046,0.605437584,N
814627,34,0.0150685896349914,0.206129064,N
431248,34,0.0150331046839395,0.7632305429999999,N
946644,33,0.00990330067995593,0.549088394,N
695712,33,0.0208623500399249,0.206129064,N
957762,31,0.0189394547767082,0.67244134,N
143453,14,0.0134723623421116,0.76732243,N
427957,33,0.0136755922565864,0.376320628,N
796583,23,0.0169388186459332,0.5587315279999999,N
481782,30,0.00982613427909033,0.833985467,N
800566,32,0.009752437676594,0.7292331459999999,N
816139,36,0.0100861775190746,0.206129064,N
423847,16,0.0198381099602391,0.600171687,N
602384,42,0.0200303022426157,0.6952925190000001,N
964734,30,0.0169869278255185,0.833305717,N
24541,27,0.0176449081229111,0.833305717,N
853766,35,0.0149023270659974,0.72642769,N
771857,25,0.0246101792653727,0.82300172,N
669330,23,0.0227661750071023,0.7140736990000001,N
426679,8,0.0150453568458481,0.588356,N
482589,27,0.0216107190654857,0.637194809,N
24207,22,0.0069440617989944215,0.739349272,N
635363,30,0.019552877952737,0.6453962520000001,N
894455,22,0.0130644366151149,0.504101766,N
512264,26,0.0205626093280326,0.718890458,N
889097,38,0.00967394425092038,0.642413693,N
268789,19,0.021447652941492,0.5766812729999999,N
663141,26,0.0196598817057274,0.588356,N
46447,41,0.0200484707461165,0.68596116,Y
724311,27,0.0217692252405636,0.81213076,N
185284,33,0.0159010750462918,0.596008496,N
601333,29,0.0204365398101414,0.682172714,N
533622,29,0.0199741896443985,0.699822899,N
623623,17,0.0110713125849197,0.7603546409999999,N
394901,26,0.008120997065713209,0.280732339,N
920948,19,0.010531927293014,0.465253994,N
62499,38,0.0188325700411725,0.457870484,N
350311,18,0.0277633394742063,0.467185722,N
607818,30,0.0106854513757306,0.6602531070000001,N
816093,34,0.0204010368489288,0.052555223,N
919468,30,0.0201248135565225,0.649688725,Y
395828,24,0.0171201558320537,0.659160634,N
906851,31,0.0181328256647354,0.180675803,N
592876,21,0.00992122631538173,0.467185722,N
479956,19,0.01914880108321,0.83990507,N
971763,13,0.0220728759318359,0.373971178,N
164509,20,0.0149414742518514,0.691894965,N
435171,23,0.0181066042827193,0.707910246,N
291280,30,0.0260293157699501,0.688403005,N
572328,23,0.00453361381506166,0.600171687,N
971540,38,0.0227917669167,0.7022373940000001,N
764884,35,0.0206294483784581,0.698716806,N
693590,28,0.0124385525368309,0.467185722,N
393310,34,0.0145339276571995,0.688403005,N
685275,23,0.0202712427632524,0.494816793,N
819672,32,0.0172923186957316,0.57554101,N
105563,26,0.0188137222945398,0.698695136,N
546014,20,0.0175359466052478,0.73313783,N
117192,24,0.0236635701090634,0.68596116,N
84516,30,0.0188099349133113,0.465253994,N
11206,29,0.0161609473900185,0.701120968,N
586568,5,0.0234369744399874,0.206129064,N
113236,30,0.0226518737620767,0.82300172,N
841200,46,0.0236390723639071,0.752001893,N
207737,43,0.01284776760615,0.457870484,N
635061,28,0.013817016268846,0.674769965,N
767907,33,0.0107753785118278,0.465253994,N
144625,24,0.0264802996132254,0.586984301,N
724198,40,0.0153783875773451,0.376320628,N
514737,33,0.0066003716071446105,0.718890458,N
630291,30,0.0178635018501403,0.718890458,N
523871,37,0.00864529048299154,0.76433369,N
338318,18,0.0134968195500004,0.206129064,N
271577,33,0.0202623320348296,0.755697721,N
573972,28,0.00977519099370353,0.303557093,N
480101,27,0.0192489036349017,0.206129064,N
353291,29,0.0233611762572022,0.83990507,N
928098,20,0.02579033481228,0.590359394,N
651109,18,0.0123121105181758,0.701120968,N
117650,20,0.0238784059210379,0.739349272,N
952674,23,0.0246222510851046,0.787542904,N
57548,26,0.0148617506419785,0.642413693,N
140979,30,0.010969358407404,0.6602531070000001,N
759219,18,0.0276975083278845,0.83990507,N
903250,13,0.0155939159231811,0.206129064,N
821318,31,0.00802163680879835,0.494816793,N
105904,20,0.020636841122094,0.57554101,N
673433,27,0.0225369744399874,0.52729759,N
189559,22,0.00945773328456535,0.769295185,N
402612,30,0.0223463613944589,0.740149873,N
989108,33,0.0134489736288284,0.72642769,N
822294,29,0.0186621018129087,0.689617563,N
403154,1,0.0175308204313357,0.180675803,N
136213,30,0.0175774114617858,0.6602531070000001,N
162938,30,0.0215180717965691,0.636124276,N
676232,24,0.0211738863229501,0.280732339,N
351396,23,0.00656202809309205,0.710411481,N
884964,22,0.0152005033431867,0.376320628,N
368762,17,0.00899795507025211,0.630777366,N
686517,34,0.00926102395787341,0.590359394,N
745500,26,0.0178641073086379,0.465253994,N
135579,26,0.0179340480744088,0.771366181,N
977721,36,0.0224198088481363,0.467185722,N
488958,12,0.0282538733457499,0.469283276,N
571815,17,0.017591903893296002,0.637437199,N
794380,22,0.0166511570239003,0.280732339,N
623087,28,0.0211686990508524,0.6793432159999999,Y
225796,20,0.0128169906989272,0.655300173,N
810943,10,0.0136295588780191,0.6952925190000001,N
981190,38,0.00572618066622461,0.76433369,N
714802,40,0.0248837008582594,0.494816793,Y
745269,36,0.0219819976836748,0.477337418,N
463699,21,0.0139747856044489,0.744360902,N
913656,20,0.0172843839854764,0.55568636,N
112922,25,0.0172301617810954,0.504101766,N
353698,19,0.0236123219415752,0.5766812729999999,N
632977,36,0.0137334917726262,0.698695136,N
387048,27,0.0196228320610493,0.477337418,N
411127,35,0.0182543568734134,0.701120968,N
846750,27,0.01419997912747,0.73313783,N
483842,31,0.0183964389619434,0.480935685,N
876569,33,0.0187401350972249,0.833305717,N
847767,29,0.0112010474168838,0.67244134,N
181871,16,0.0102599113970378,0.689617563,N
453913,25,0.0203235623901152,0.549088394,N
458072,26,0.0249671653464768,0.764495202,N
959710,33,0.024006066326556,0.666347695,N
624994,26,0.0161215824411416,0.622376493,Y
35673,20,0.0254210818038703,0.707910246,N
897703,19,0.0174153763297016,0.771366181,N
337344,33,0.0144052486230286,0.465253994,N
386361,11,0.0196173818917766,0.7603546409999999,N
214383,29,0.0160418229528676,0.373971178,N
239628,19,0.0203232849655556,0.494816793,N
263652,20,0.0188642300800213,0.764495202,N
236620,24,0.0226770515509355,0.5587315279999999,N
644575,9,0.0296258785722253,0.701120968,N
303667,26,0.0173956876657359,0.83990507,N
536496,27,0.0175137576782878,0.692426419,N
683147,22,0.0208763932826039,0.592689247,N
710050,14,0.0225027803779735,0.439681931,N
772829,10,0.0109812656639991,0.7988804740000001,N
535660,43,0.0163610175503993,0.373971178,N
532482,26,0.00786814213207047,0.637437199,N
432888,31,0.0143150476089775,0.493775228,N
100114,31,0.020226402148598,0.5587315279999999,N
429949,24,0.00889187845329259,0.52729759,N
22066,13,0.00901083005100435,0.689617563,N
414379,15,0.0167500603304187,0.42586013,N
228576,33,0.0285959249378581,0.549088394,N
353822,33,0.0101610845340877,0.624139796,N
649357,24,0.0173534832142395,0.7022373940000001,N
668624,30,0.0197143846941132,0.518515331,N
143761,14,0.0110135137649855,0.637437199,N
567451,22,0.0231786529539526,0.588356,N
232570,23,0.0220448371128432,0.630777366,N
509991,30,0.00976854549659142,0.7603546409999999,N
873819,22,0.0191095204721392,0.637194809,N
886075,41,0.0252808482709666,0.504723331,N
179346,25,0.00900373062475718,0.684271436,N
116716,38,0.0214722385918727,0.692426419,Y
39897,20,0.0243334205140702,0.588356,N
937038,14,0.0065207137870857395,0.206129064,N
125830,19,0.0189668999363518,0.494816793,N
21896,25,0.0057187687224889,0.494816793,N
486865,29,0.0205583320769217,0.630777366,N
833150,19,0.0097080750923684,0.72642769,N
472896,25,0.00975913483767406,0.769295185,N
580686,21,0.0113508988747657,0.5766812729999999,N
152788,19,0.013645139981674,0.649688725,N
258377,25,0.0223176791837104,0.7292331459999999,N
198442,24,0.008304493481863271,0.42586013,N
83319,27,0.0132456308507079,0.57554101,N
839581,32,0.0150431688789269,0.71239533,N
952807,9,0.022430991564054,0.736806298,N
724,35,0.0195523361881673,0.55568636,N
23113,21,0.0114786529874701,0.206129064,N
496919,42,0.0244901435563126,0.518515331,N
320167,37,0.0229701016630402,0.83990507,N
745430,42,0.0202592891962826,0.588356,N
454062,37,0.0183892250226837,0.83990507,N
294104,35,0.015723875466011002,0.637194809,N
865104,41,0.008404774625977659,0.505495235,N
179322,32,0.0254059549255524,0.126119755,N
67421,26,0.0150320590456946,0.6793432159999999,N
569046,23,0.0136639342558333,0.769295185,N
307392,29,0.0164776449935507,0.68596116,N
805269,30,0.0178048346950056,0.7251544259999999,N
371190,9,0.0152719930251586,0.74156091,N
91171,32,0.00913296985184856,0.6952925190000001,N
806299,25,0.00722534061321377,0.624139796,N
550816,17,0.0158362301296487,0.280732339,N
734832,22,0.0141153444954687,0.280732339,N
15930,26,0.0157506508586968,0.274056334,N
184420,30,0.0245334917726262,0.7988804740000001,N
95140,22,0.00870606737584863,0.630777366,N
775799,27,0.0113928830852146,0.303557093,N
438228,26,0.0216876489684144,0.549088394,N
400305,32,0.017507782547427,0.76732243,N
152286,21,0.0117076670246896,0.596008496,N
68655,25,0.0121688521624206,0.798810583,N
860093,23,0.0118724678766925,0.592689247,N
893595,28,0.0141095204721392,0.74156091,N
569138,17,0.0125198088481363,0.596008496,N
590039,15,0.0174497046609193,0.83990507,N
203957,11,0.0191858527246343,0.707910246,N
569353,18,0.0160118132667426,0.7603546409999999,N
433149,25,0.0102576842487266,0.82300172,N
935116,32,0.0125575116611983,0.710411481,N
185713,24,0.0260515445858548,0.694879192,Y
469568,27,0.0171558489789204,0.465253994,N
957681,38,0.0209406997807104,0.57554101,N
841888,18,0.0153995200989795,0.42586013,N
538182,11,0.0211897250561886,0.771366181,N
772427,27,0.0242963043796355,0.73313783,N
870087,39,0.0126545437158267,0.42586013,N
16700,24,0.0132421341537404,0.493775228,N
529135,19,0.0271125261343973,0.684271436,N
165200,25,0.0240410032890877,0.7603546409999999,N
305638,36,0.013125136746965,0.42586013,Y
587511,31,0.0190466223377178,0.586984301,N
997315,20,0.0151044604051632,0.52729759,N
2924,30,0.0177037732766727,0.769295185,Y
756148,16,0.0118374573130355,0.624139796,N
884997,22,0.0206170981830232,0.73313783,N
744424,14,0.0214306759531896,0.676293785,N
403353,40,0.00942090005738217,0.714351016,N
747349,7,0.0134886019718197,0.68596116,N
321053,35,0.00791603853667339,0.682172714,N
947581,22,0.0202277636679764,0.280732339,N
799902,19,0.0149847753544739,0.769295185,N
706271,30,0.0088488901362746,0.723270874,N
445935,21,0.009309835838007973,0.480935685,N
829095,39,0.014513312045656,0.76732243,N
103744,34,0.0078938865691452,0.206129064,N
28820,29,0.0215829489442592,0.548771407,N
87188,27,0.0171893726687157,0.280732339,N
319969,20,0.0189393753088124,0.787542904,N
418424,38,0.0120602042040759,0.549088394,N
407589,22,0.00941728198087227,0.280732339,N
678023,20,0.0169027407820786,0.642413693,N
969881,22,0.0154906863453138,0.71239533,N
583967,25,0.0240739638734372,0.659160634,N
314460,25,0.0194377407962689,0.518515331,N
116564,12,0.0110025428496622,0.42586013,N
619697,17,0.0169128591411497,0.7632305429999999,N
208433,30,0.013939211218955,0.605437584,N
594675,28,0.009490616623835107,0.666347695,N
576469,24,0.020747333387234,0.6377666820000001,N
990991,31,0.00438350277007299,0.7022373940000001,N
334309,33,0.00529166328426899,0.68596116,N
717332,34,0.0141712581435259,0.206129064,N
360463,13,0.012556523315551002,0.649688725,N
676059,9,0.0214641496606101,0.698695136,N
175641,23,0.0170062774459628,0.052555223,N
461380,24,0.0229636923269476,0.480935685,N
424322,27,0.0162185869420647,0.280732339,N
269112,34,0.0127253149024314,0.6793432159999999,N
653501,14,0.0200075516918782,0.718890458,N
126293,24,0.019763780983065,0.588356,N
813023,30,0.0192479125177769,0.68596116,N
740129,35,0.00842520540676327,0.373971178,N
656666,29,0.0188109374175886,0.637437199,N
642872,29,0.0146554457450824,0.856387665,N
820756,25,0.021022560752408003,0.457870484,N
312574,23,0.0158731996361988,0.82300172,N
32434,38,0.0196594473027316,0.477337418,N
393761,23,0.0268317646571849,0.637194809,N
842464,39,0.0138179644879423,0.493775228,N
615835,29,0.0067992273475105,0.526147204,N
243321,36,0.0187519109384228,0.596008496,N
831470,17,0.0139021882022962,0.24748987100000006,N
564031,22,0.0236570263711964,0.691894965,N
751524,22,0.0114311376490068,0.714351016,N
231658,25,0.0234988232774773,0.494816793,N
300461,26,0.0094907232055441,0.740149873,Y
238779,39,0.0196064042155691,0.596008496,Y
680832,30,0.0206278348619825,0.630777366,N
200277,20,0.0132044218364975,0.698695136,N
683072,22,0.0188655414821156,0.5766812729999999,N
211404,36,0.004973151525648,0.274056334,N
526086,34,0.018739360741789,0.504723331,N
767651,38,0.021235645100103003,0.373971178,N
23607,28,0.0157534917807078,0.446264904,N
577531,20,0.0199958698394843,0.206129064,N
87959,11,0.0154420901441546,0.504101766,N
594237,28,0.020495216673911,0.637194809,N
426634,13,0.0175074612140838,0.7022373940000001,N
3383,17,0.0178054619282326,0.280732339,N
888344,31,0.0118287155654493,0.739349272,N
752786,29,0.0201115657812438,0.736806298,N
200242,18,0.0175859359852436,0.6952925190000001,N
806762,35,0.0184820244495143,0.6952925190000001,N
356564,29,0.0217057471331236,0.630777366,N
57808,17,0.0103577332845653,0.83990507,N
319644,38,0.0260284180553143,0.439681931,N
53572,26,0.0198688671875571,0.662148594,N
432380,35,0.0125648899127931,0.465253994,N
132613,22,0.013887112461019,0.206129064,N
647456,17,0.0223052274477633,0.518515331,N
189193,22,0.0234739311712979,0.280732339,N
212615,34,0.0216032479243275,0.373971178,N
982010,20,0.0300088262523418,0.637194809,N
919320,27,0.0231095204721392,0.274056334,N
527851,10,0.0233128219285036,0.6453962520000001,N
872840,25,0.0162092550620143,0.82300172,N
533230,27,0.0195858563758087,0.655300173,N
858236,26,0.0187049346407252,0.739349272,N
463613,23,0.0231928313601063,0.595898673,N
230462,25,0.0106463205420461,0.480705402,N
11696,34,0.0130865328733085,0.274056334,N
977764,27,0.0161633397540497,0.600171687,N
883914,33,0.00908698058485382,0.493775228,N
958300,32,0.0180673983035989,0.303557093,Y
678771,33,0.0087824241285639,0.504723331,N
851886,26,0.0181358856587585,0.7603546409999999,N
220402,25,0.00974735743482348,0.303557093,N
592793,27,0.00897706243991365,0.7292331459999999,N
276695,28,0.0186542186834085,0.7251544259999999,N
43704,25,0.0211107313940187,0.57554101,N
920648,31,0.0162523652359588,0.7140736990000001,N
632293,23,0.0187918183894285,0.535241194,N
126890,33,0.00994458792998535,0.7603546409999999,N
122835,33,0.0219161937363852,0.504101766,N
946669,23,0.0224835244966708,0.457870484,N
463117,20,0.0201479667119871,0.7140736990000001,N
177514,32,0.0202905260486886,0.383460895,N
649312,24,0.018431565315317,0.736806298,N
838530,20,0.00583000044694399,0.55568636,N
939248,35,0.00860748480793532,0.692426419,N
780539,27,0.0114698015517015,0.7632305429999999,N
653607,22,0.008686026532775141,0.684271436,N
193528,32,0.0183795204045519,0.692288578,N
204459,39,0.0189330082927897,0.692426419,Y
334480,23,0.0275287155654493,0.666486778,N
615543,27,0.00910064905825814,0.526147204,N
960162,31,0.0223375820406273,0.549088394,N
