custid,dropperc,mins,KPI_DeviceSat,consecmonths,long,income,KPI_NetworkQual,dataperc,age,bill,datause,calls,education,servcalls,dataplan,kids,churn_Y
815874,0.0192023633677991,677,0.0189356980955653,27,35,57.2,0.744360902,0.12841796875,36,95.89,526,68,9,0,4096,0,0
340426,0.0175718849840256,626,0.0256484802165256,40,32,68.4,0.753356481,0.10302734375,62,86.9,633,104,7,0,6144,2,0
262437,0.0163934426229508,610,0.021864945568897,20,33,65.1,0.449970743,0.30615234375,45,107.9,1254,47,7,0,4096,0,0
685432,0.00569259962049336,527,0.0192114675084242,35,29,84.7,0.753356481,0.61572265625,27,120.75,1261,50,6,0,2048,0,0
340051,0.0227272727272727,352,0.0218344508297633,39,20,65.1,0.642413693,0.40576171875,41,117.73,1662,82,9,0,4096,1,0
280916,0.0203160270880361,443,0.0231458602037967,42,22,75.1,0.6793432159999999,0.28336588541666696,22,100.56,1741,62,13,0,6144,3,1
846584,0.0129151291512915,542,0.007249234402668341,41,27,61.2,0.637194809,0.34326171875,30,131.29,1406,81,6,0,4096,1,0
219931,0.007117437722419929,562,0.009769232985746579,36,35,78.5,0.7140736990000001,0.05224609375,36,111.21,321,102,8,0,6144,2,0
537728,0.0162162162162162,555,0.0182948293455486,22,29,28.8,0.6762420640000001,0.094970703125,38,76.97,389,50,10,0,4096,2,0
917972,0.0187617260787993,533,0.0185455914611186,31,28,93.4,0.4789915970000001,0.055908203125,65,89.01,229,49,11,0,4096,0,0
518069,0.0213333333333333,375,0.0123285691880292,35,29,43.1,0.596008496,0.27783203125,48,127.23,1138,71,8,0,4096,0,0
180169,0.0261044176706827,498,0.0156645315760419,21,26,53.9,0.493775228,0.07421875,47,90.09,456,58,11,0,6144,1,0
703961,0.0128617363344051,622,0.0222496225950059,21,35,63.7,0.7988804740000001,0.115966796875,22,123.96,475,48,8,0,4096,1,0
818635,0.0182815356489945,547,0.0191039016206604,20,28,80.7,0.592689247,0.08251953125,34,104.33,169,26,7,0,2048,1,0
762604,0.0273348519362187,439,0.0225919123516885,21,22,47.7,0.7603546409999999,0.390625,47,105.37,1600,66,9,0,4096,2,0
258016,0.0203160270880361,443,0.0165220856836011,31,24,78.1,0.71239533,0.29638671875,37,122.61,607,81,13,0,2048,2,0
635750,0.0281124497991968,498,0.0203693846203868,9,25,71.4,0.494816793,0.0,44,116.44,0,60,6,0,2048,1,0
408596,0.0202205882352941,544,0.0198849612845436,19,32,95.1,0.465253994,0.32861328125,52,113.0,673,85,13,0,2048,2,0
596271,0.0188679245283019,530,0.00829799083227038,9,29,60.0,0.67244134,0.12353515625,45,108.08,759,54,11,0,6144,3,0
593441,0.0375,400,0.00737413258487054,30,24,63.0,0.637437199,0.0,53,97.67,0,68,8,0,2048,0,1
42823,0.0216919739696312,461,0.009209520472139241,26,36,71.6,0.666347695,0.22216796875,40,129.4,910,78,5,0,4096,2,0
495614,0.0176767676767677,396,0.0169840263425992,34,23,65.8,0.180675803,0.150390625,57,101.7,924,62,12,0,6144,0,0
819538,0.017741935483871003,620,0.0150168614432728,20,32,62.0,0.55568636,0.443359375,37,108.79,908,76,11,0,2048,2,0
718654,0.0291479820627803,446,0.0235080830947784,14,24,81.5,0.649688725,0.1318359375,42,67.42,810,83,9,0,6144,0,0
47569,0.0182724252491694,602,0.015589779321191,23,34,78.7,0.714351016,0.1533203125,55,111.64,314,62,11,0,2048,1,0
472238,0.0140597539543058,569,0.0130998894881365,29,40,73.8,0.376320628,0.128173828125,49,110.15,525,56,10,0,4096,3,0
349391,0.0225303292894281,577,0.0126466739954465,13,30,63.4,0.586984301,0.132486979166667,43,78.65,814,65,8,0,6144,2,0
259171,0.0168067226890756,476,0.0181877955202964,37,27,84.8,0.7467135090000001,0.36962890625,43,57.53,757,75,13,0,2048,0,0
593310,0.0116788321167883,685,0.0184931923863913,23,35,108.6,0.736806298,0.0,41,126.05,0,49,9,0,2048,2,0
799048,0.0109546165884194,639,0.017643100389182997,24,32,60.7,0.6793432159999999,0.37109375,23,56.21,760,101,11,0,2048,0,0
466918,0.0285714285714286,455,0.0157286964308789,25,24,73.7,0.493775228,0.189697265625,63,105.61,777,55,12,0,4096,1,0
544275,0.0266990291262136,412,0.00908858633589029,20,26,60.4,0.480935685,0.1826171875,42,104.88,748,54,11,0,4096,2,0
566631,0.0300230946882217,433,0.0162019022004348,29,23,51.5,0.7251544259999999,0.19677734375,42,109.52,403,56,8,0,2048,1,0
341131,0.0168918918918919,592,0.0113252994416825,23,30,86.3,0.7467135090000001,0.34033203125,40,92.62,697,79,11,0,2048,0,0
955161,0.0207900207900208,481,0.0128835459443418,36,25,68.7,0.698695136,0.218505859375,37,99.72,895,51,9,0,4096,2,0
857076,0.0152963671128107,523,0.0199889026056688,30,28,74.8,0.83990507,0.49609375,45,147.15,1016,104,8,0,2048,2,0
41543,0.025706940874036,389,0.0209883448588774,39,20,82.0,0.8077399609999999,0.168701171875,43,117.8,691,95,7,0,4096,1,0
838603,0.0207939508506616,529,0.0203284319656585,33,28,98.2,0.303557093,0.167317708333333,39,134.13,1028,59,6,0,6144,0,0
259227,0.0223577235772358,492,0.0236117801770054,13,30,64.2,0.688403005,0.4697265625,36,121.6,962,88,14,0,2048,0,0
665978,0.0155440414507772,579,0.014507486794203,33,31,42.4,0.701120968,0.0607096354166667,50,103.62,373,86,8,0,6144,1,0
595203,0.0272479564032698,367,0.0112674034326593,36,22,94.3,0.4789915970000001,0.3251953125,41,122.81,666,88,11,0,2048,1,0
410915,0.0264765784114053,491,0.014837600486724,14,27,32.3,0.535241194,0.1513671875,43,41.84,620,102,11,0,4096,4,0
96875,0.0208333333333333,528,0.0211777964058137,28,29,59.2,0.6762420640000001,0.560546875,37,82.77,1148,78,8,0,2048,2,0
242130,0.0198675496688742,453,0.0166849494717521,30,24,65.6,0.5587315279999999,0.44091796875,40,131.18,1806,89,8,0,4096,1,0
666047,0.0186915887850467,428,0.0255000987705058,19,22,56.5,0.480935685,0.83837890625,36,137.41,1717,111,9,0,2048,1,0
269315,0.0123022847100176,569,0.0179646502183,34,33,97.0,0.500946611,0.0,39,52.18,0,55,9,0,6144,0,0
581453,0.0108527131782946,645,0.0272282849309274,33,44,65.7,0.504101766,0.126953125,30,93.38,780,100,10,0,6144,1,0
117922,0.0235294117647059,425,0.0230639912258925,24,22,73.0,0.5766812729999999,0.1796875,21,108.72,736,73,7,0,4096,1,0
466402,0.0183767228177642,653,0.0170041150202161,22,37,82.8,0.83990507,0.1826171875,51,98.73,748,58,7,0,4096,2,0
873977,0.0230607966457023,477,0.0196115926301139,28,26,91.9,0.518515331,0.112955729166667,35,96.58,694,85,8,0,6144,1,0
704060,0.0173310225303293,577,0.0157088060838575,39,29,71.7,0.180675803,0.17822265625,26,82.55,365,57,9,0,2048,1,0
245135,0.0163934426229508,610,0.0231528276758644,26,33,68.4,0.698695136,0.0603841145833333,44,88.24,371,82,11,0,6144,1,0
531756,0.0234505862646566,597,0.0171147278659034,32,41,93.5,0.457870484,0.01025390625,46,77.45,21,78,7,0,2048,1,0
520084,0.0174216027874564,574,0.0164179389554731,28,30,76.0,0.637194809,0.16259765625,25,95.62,666,75,8,0,4096,1,0
759369,0.0154559505409583,647,0.00997440792973656,25,32,57.0,0.5766812729999999,0.248779296875,48,56.33,1019,76,10,0,4096,0,0
606559,0.0149532710280374,535,0.0224028953160701,31,30,72.1,0.7251544259999999,0.6796875,34,78.83,1392,60,11,0,2048,1,0
996227,0.0191204588910134,523,0.0287147852947241,29,41,80.7,0.5244084920000001,0.107177734375,36,105.45,439,100,9,0,4096,2,0
611283,0.0238095238095238,336,0.01356019879157,25,18,68.8,0.707910246,0.3017578125,50,108.43,618,106,7,0,2048,0,0
726413,0.0213270142180095,422,0.0215348273965757,24,29,45.7,0.798810583,0.176513671875,37,126.43,723,64,7,0,4096,2,0
364145,0.027972027972028,429,0.0120086420076381,28,23,83.9,0.669523864,0.36181640625,39,179.36,741,35,8,0,2048,1,0
584008,0.0172413793103448,696,0.0175409883605369,34,36,37.9,0.596008496,0.12158203125,34,120.42,747,68,8,0,6144,0,0
241588,0.0194902548725637,667,0.0152375504277506,27,34,63.5,0.707910246,0.03076171875,36,89.82,63,64,6,0,2048,1,0
646784,0.0277078085642317,397,0.0129957785895698,30,20,37.4,0.755697721,0.14697265625,36,114.32,301,71,8,0,2048,1,0
211752,0.0135363790186125,591,0.0249807476493516,27,34,59.7,0.457870484,0.466796875,55,99.46,956,88,7,0,2048,1,0
131413,0.0178217821782178,505,0.0184038734904627,22,26,60.5,0.740149873,0.13037109375,32,118.59,801,77,9,0,6144,2,0
91721,0.0132575757575758,528,0.0209324438457813,13,27,37.7,0.637437199,0.0963541666666667,46,29.74,592,68,9,0,6144,0,0
147116,0.025,400,0.0190062943856562,28,22,74.7,0.57554101,0.2314453125,43,106.07,474,52,10,0,2048,0,0
796573,0.0297297297297297,370,0.0100836205880953,32,18,74.0,0.549088394,0.433837890625,54,88.33,1777,88,7,0,4096,3,0
87326,0.014367816091954,348,0.010847333387234,29,19,96.1,0.740149873,0.24365234375,37,77.04,998,72,5,0,4096,0,0
454040,0.0176991150442478,565,0.0219541242939348,36,30,45.7,0.7292331459999999,0.44775390625,37,104.16,1834,80,9,0,4096,0,0
447669,0.0184899845916795,649,0.0162449036632302,19,35,76.4,0.694879192,0.233235677083333,34,68.01,1433,66,8,0,6144,1,0
432847,0.020997375328084,381,0.0219592855735009,25,19,72.4,0.7140736990000001,0.275390625,42,146.58,564,112,8,0,2048,1,0
963124,0.0137524557956778,509,0.0176896110408953,25,29,69.2,0.548771407,0.3984375,33,81.43,816,69,11,0,2048,1,0
69357,0.0161030595813204,621,0.0166924809877964,39,32,86.5,0.696959938,0.3154296875,53,141.21,1292,22,9,0,4096,1,0
109084,0.0176848874598071,622,0.0162517434102015,22,38,103.6,0.637194809,0.0,37,105.87,0,76,10,0,4096,1,0
786959,0.0253411306042885,513,0.0101980705479618,25,26,67.6,0.480705402,0.0773111979166667,34,126.81,475,66,9,0,6144,2,0
689060,0.0287769784172662,417,0.0098422004040021,44,21,57.1,0.55568636,0.2431640625,36,68.85,996,51,9,0,4096,0,0
57029,0.0129682997118156,694,0.0159656008087714,27,36,84.0,0.666486778,0.25927734375,53,121.13,1593,65,11,0,6144,1,0
32788,0.0155339805825243,515,0.0189618964623928,21,29,116.5,0.67244134,0.25651041666666696,52,106.1,1576,73,12,0,6144,2,0
352488,0.0225409836065574,488,0.0201228709056608,36,36,24.5,0.504101766,0.13134765625,33,77.67,807,41,10,0,6144,1,0
31342,0.020952380952381,525,0.0177940059752888,27,34,74.1,0.600171687,0.4599609375,42,49.79,942,85,10,0,2048,2,0
528585,0.008665511265164641,577,0.019193512879469,44,29,70.7,0.649688725,0.110026041666667,62,118.53,676,77,8,0,6144,2,0
1116,0.0194805194805195,616,0.0246747555038021,12,39,70.5,0.493775228,0.403564453125,42,114.14,1653,80,11,0,4096,2,0
192994,0.0188679245283019,424,0.0148153239981299,23,22,34.3,0.71239533,0.172037760416667,46,120.58,1057,71,11,0,6144,2,0
23545,0.0318627450980392,408,0.00618104488591557,27,21,61.1,0.373971178,0.3583984375,44,104.44,1468,67,8,0,4096,1,0
950668,0.0159045725646123,503,0.009158727497561721,31,29,101.3,0.710411481,0.169677734375,47,91.31,695,104,11,0,4096,0,0
148972,0.018018018018018004,555,0.0214065898088169,20,30,66.9,0.518515331,0.5126953125,30,49.32,1050,46,12,0,2048,3,0
755093,0.0277777777777778,396,0.0144839492116972,22,22,73.5,0.642413693,0.04248046875,42,94.46,87,32,10,0,2048,0,0
789550,0.0251889168765743,397,0.00749862896473319,20,20,24.8,0.771366181,0.208333333333333,40,101.66,1280,14,6,0,6144,0,0
575874,0.0153631284916201,716,0.013194900393672,32,42,95.3,0.630570968,0.46484375,47,87.37,952,103,9,0,2048,2,0
98495,0.0220264317180617,454,0.0186539770300219,21,23,70.6,0.631074633,0.30517578125,22,110.48,1250,109,11,0,4096,0,0
843617,0.0202020202020202,495,0.0212850173912279,17,25,58.6,0.7603546409999999,0.56982421875,46,155.01,1167,55,12,0,2048,2,0
201923,0.0103397341211226,677,0.0164761751284589,11,37,82.4,0.684271436,0.1533203125,47,139.14,314,67,8,0,2048,0,0
940978,0.0164533820840951,547,0.0171684997749477,23,31,87.7,0.206129064,0.2900390625,38,93.56,594,52,14,0,2048,1,0
105966,0.0993377483443709,151,0.0116708638109288,27,10,84.0,0.649688725,0.08642578125,21,94.68,177,74,9,0,2048,1,1
794827,0.0191387559808612,418,0.0198292048117768,29,22,84.3,0.600171687,0.201985677083333,59,125.55,1241,41,11,0,6144,0,0
770272,0.0174050632911392,632,0.0208763932826039,22,36,98.6,0.716983294,0.84130859375,42,75.11,1723,73,5,0,2048,1,0
558762,0.0220994475138122,543,0.020019793049754,26,30,34.6,0.691894965,0.172607421875,52,115.06,707,70,7,0,4096,1,0
219084,0.0239043824701195,502,0.0205559981287136,30,25,105.8,0.72866274,0.00797526041666667,37,110.54,49,41,11,0,6144,1,1
890412,0.0187265917602996,534,0.0142087948452912,28,27,43.9,0.6499631539999999,0.121337890625,27,121.4,497,70,10,0,4096,3,0
862172,0.0178926441351889,503,0.0163623760423626,19,37,61.0,0.55568636,0.76025390625,31,111.21,1557,45,7,0,2048,1,0
222709,0.0232558139534884,430,0.0190208135769654,16,22,66.3,0.206129064,0.194661458333333,50,135.08,1196,63,8,0,6144,2,0
376537,0.0191082802547771,471,0.0154437814897107,23,25,87.9,0.716983294,0.251953125,22,79.18,516,83,10,0,2048,0,0
446163,0.0262008733624454,458,0.0176228416208046,33,24,52.6,0.72642769,0.12548828125,45,78.65,257,48,10,0,2048,2,0
278506,0.0250481695568401,519,0.0162688763201049,32,27,112.5,0.743207246,0.23046875,34,137.63,472,61,8,0,2048,0,0
410873,0.0182926829268293,492,0.0164682482155905,23,38,104.1,0.457870484,0.216145833333333,41,109.06,1328,54,10,0,6144,2,0
97038,0.0146252285191956,547,0.0141561404587217,21,35,78.5,0.72866274,0.1025390625,38,105.55,630,49,9,0,6144,0,0
107684,0.0175,400,0.00893924195740151,34,22,73.4,0.744360902,0.64892578125,30,131.71,1329,76,9,0,2048,2,0
248827,0.020442930153322,587,0.0245635701090634,32,40,55.8,0.744360902,0.0595703125,35,145.22,244,23,8,0,4096,2,0
654243,0.0146818923327896,613,0.0250710097700819,34,34,63.1,0.549088394,0.11328125,41,116.4,232,64,9,0,2048,2,0
686390,0.0200803212851406,498,0.0178823988048497,15,29,61.4,0.792060408,0.0,30,84.04,0,51,10,0,6144,0,0
325125,0.0135593220338983,590,0.0256041599190333,13,33,59.8,0.303557093,0.1240234375,52,126.37,762,49,10,0,6144,2,0
144646,0.0289532293986637,449,0.0118075824867364,31,23,65.6,0.373971178,0.37744140625,71,117.01,773,83,11,0,2048,1,0
307124,0.0153321976149915,587,0.0139747856044489,32,29,85.5,0.710411481,0.33544921875,24,108.49,687,92,11,0,2048,2,0
779493,0.0172413793103448,464,0.0193789845998762,28,29,85.5,0.676293785,0.02490234375,39,134.36,102,82,10,0,4096,2,0
500551,0.0164233576642336,548,0.0106289306848835,52,29,66.3,0.76433369,0.169270833333333,34,120.03,1040,48,10,0,6144,1,0
569316,0.0315186246418338,349,0.0176662130103802,18,23,37.1,0.549088394,0.0960286458333333,28,117.76,590,74,13,0,6144,3,0
481638,0.0224719101123595,534,0.0192663512786106,33,30,98.8,0.180675803,0.77587890625,46,67.78,1589,78,11,0,2048,0,0
123403,0.0189328743545611,581,0.0183952460372423,20,31,84.7,0.206129064,0.201822916666667,50,83.13,1240,26,8,0,6144,1,0
164588,0.0211946050096339,519,0.0255465327319548,19,26,98.8,0.20744186,0.203369140625,29,102.94,833,53,10,0,4096,0,0
490128,0.0204460966542751,538,0.00956781756129639,30,38,58.8,0.600171687,0.1455078125,27,60.42,596,58,7,0,4096,1,0
823928,0.0163398692810458,612,0.0133970189958303,26,33,61.9,0.7467135090000001,0.77685546875,54,47.09,1591,55,10,0,2048,1,0
357901,0.0238095238095238,378,0.0105163358286072,30,24,53.6,0.303557093,0.0,31,136.64,0,98,6,0,2048,2,0
894401,0.0197869101978691,657,0.00635008931884181,28,34,43.1,0.740149873,0.34130859375,63,151.31,699,77,10,0,2048,1,0
746820,0.040625,320,0.0167203109649538,20,16,78.3,0.83990507,0.53662109375,54,138.29,1099,86,6,0,2048,2,0
819576,0.0204081632653061,539,0.0156381045208534,38,29,55.6,0.180675803,0.115478515625,32,116.07,473,84,12,0,4096,1,0
982129,0.0185185185185185,540,0.00972116744349517,17,40,61.5,0.467185722,0.47900390625,40,90.91,981,39,7,0,2048,2,0
162683,0.011986301369863,584,0.0188065119659472,30,32,49.7,0.7292331459999999,0.1064453125,41,45.97,436,62,8,0,4096,2,0
580552,0.00807754442649435,619,0.013727447974003,20,31,77.3,0.6257288289999999,0.3017578125,32,116.64,1236,70,7,0,4096,1,0
175214,0.0132325141776938,529,0.0216986003057657,29,28,76.0,0.769295185,0.28173828125,43,118.09,1154,89,11,0,4096,1,0
830095,0.00572246065808298,699,0.0213560518026043,24,38,58.4,0.494816793,0.55712890625,20,87.97,1141,71,8,0,2048,3,0
914041,0.0165876777251185,422,0.0189650746727643,31,21,65.4,0.280732339,0.1484375,45,113.51,608,70,13,0,4096,4,0
123988,0.0170777988614801,527,0.00911062197815772,29,27,39.3,0.662148594,0.148600260416667,44,118.21,913,75,9,0,6144,0,0
671193,0.0217864923747277,459,0.0250253228569129,28,34,39.9,0.6793432159999999,0.2978515625,45,140.61,610,68,11,0,2048,3,0
47860,0.0122137404580153,655,0.0206820169858957,7,38,76.1,0.7251544259999999,0.11962890625,54,73.01,735,46,9,0,6144,2,0
911767,0.009009009009009007,777,0.0200862176562858,29,39,46.0,0.206129064,0.27734375,39,144.65,568,71,13,0,2048,2,0
330153,0.0190114068441065,526,0.0081067648170722,27,26,56.1,0.68596116,0.19384765625,35,123.37,794,53,8,0,4096,2,0
243707,0.0160642570281124,498,0.0193373755611623,24,29,56.4,0.739349272,0.67578125,26,79.82,1384,106,5,0,2048,1,0
423828,0.0215946843853821,602,0.0212494665747368,39,31,55.3,0.57554101,0.14697265625,61,84.84,301,78,5,0,2048,2,0
992483,0.0288461538461538,312,0.0193734086275872,26,17,109.7,0.694879192,0.0437825520833333,53,99.49,269,43,5,0,6144,0,0
517654,0.0189393939393939,528,0.020023935226593,25,29,72.5,0.57554101,0.200439453125,44,82.73,821,106,12,0,4096,3,0
554874,0.0294117647058824,340,0.0179926728845373,26,17,78.4,0.743207246,0.232666015625,28,104.1,953,44,11,0,4096,1,0
862153,0.0206422018348624,436,0.0184854123643066,19,24,94.4,0.630777366,0.216796875,56,81.85,444,36,10,0,2048,1,0
206225,0.0115894039735099,604,0.0066663408547822395,29,33,68.8,0.526147204,0.0485026041666667,50,87.96,298,91,11,0,6144,0,0
519012,0.0245700245700246,407,0.0126508643281976,29,24,77.7,0.694879192,0.177083333333333,27,83.28,1088,50,11,0,6144,2,0
654821,0.0207900207900208,481,0.0178363523723178,26,25,80.2,0.504723331,0.114095052083333,56,156.32,701,55,7,0,6144,0,0
674242,0.0263157894736842,456,0.0222131070073417,24,25,54.9,0.6453962520000001,0.30908203125,34,131.56,633,111,8,0,2048,2,0
28803,0.0147679324894515,474,0.0181662993956851,21,24,77.6,0.68596116,0.35009765625,58,94.91,717,36,10,0,2048,1,0
317633,0.0154639175257732,582,0.0129622005170909,34,33,50.2,0.71239533,0.1650390625,44,181.57,338,64,11,0,2048,4,0
960943,0.0138888888888889,648,0.016773841655553002,13,33,60.5,0.504723331,0.239013671875,46,53.43,979,118,8,0,4096,1,0
214043,0.019047619047619,525,0.0160155797017933,37,31,91.7,0.596008496,0.146240234375,63,111.34,599,55,4,0,4096,1,0
813846,0.0158415841584158,505,0.00459125900154465,18,26,79.1,0.72642769,0.28369140625,33,101.33,581,63,10,0,2048,2,0
919811,0.0183150183150183,546,0.0210027612740193,32,28,54.3,0.588356,0.11328125,45,135.71,464,82,11,0,4096,1,0
219026,0.0117878192534381,509,0.0201661278824291,37,25,79.2,0.206129064,0.009765625,37,93.37,20,76,13,0,2048,1,0
790015,0.0226537216828479,309,0.0120917151008597,39,23,43.2,0.5766812729999999,0.1083984375,42,116.03,222,62,9,0,2048,1,0
671831,0.0183028286189684,601,0.00935999240404917,30,35,39.4,0.480935685,0.083740234375,44,134.06,343,102,6,0,4096,1,0
915341,0.027355623100304004,329,0.0199948220490033,27,17,70.0,0.752654679,0.171549479166667,36,91.14,1054,94,8,0,6144,2,0
360483,0.0171232876712329,584,0.0264754226950263,42,39,94.5,0.688403005,0.03955078125,39,96.49,162,92,11,0,4096,1,1
418932,0.0241545893719807,414,0.00887225993458334,22,21,95.9,0.477337418,0.223958333333333,56,113.55,1376,72,12,0,6144,2,0
773852,0.0097629009762901,717,0.0254492786393682,27,37,76.9,0.769295185,0.43017578125,38,26.57,881,57,10,0,2048,0,0
437478,0.0186757215619694,589,0.0121496089205844,22,36,80.5,0.7603546409999999,0.08447265625,47,134.24,173,107,8,0,2048,1,0
451767,0.0136570561456753,659,0.0220774395488514,24,34,77.4,0.5766812729999999,0.146158854166667,56,123.12,898,44,9,0,6144,1,0
708334,0.018796992481203,532,0.0183823417513834,24,40,96.3,0.578274481,0.14404296875,49,154.93,590,67,11,0,4096,1,0
613624,0.014018691588784998,428,0.0129554346450732,48,22,56.9,0.480935685,0.81982421875,43,115.02,1679,46,11,0,2048,2,0
951690,0.0198412698412698,504,0.0287147852947241,28,30,69.8,0.696959938,0.142578125,44,108.1,292,28,10,0,2048,0,0
736421,0.0186666666666667,375,0.009475921124700571,9,19,46.8,0.588356,0.10009765625,49,88.66,615,52,14,0,6144,0,0
202695,0.0141570141570142,777,0.00950854249812082,37,40,15.0,0.493775228,0.46142578125,60,111.49,945,65,7,0,2048,0,0
879113,0.017725258493353,677,0.0119332565998191,37,34,34.4,0.755697721,0.90234375,42,98.36,1848,38,7,0,2048,2,0
915474,0.0232558139534884,387,0.0065176075620974215,19,23,58.0,0.684271436,0.04443359375,58,114.41,182,61,10,0,4096,0,0
279702,0.018450184501845,542,0.0104632373358955,26,29,82.1,0.494816793,0.338134765625,57,111.56,1385,28,7,0,4096,2,0
764767,0.0197132616487455,558,0.00793999414754051,24,29,71.1,0.649688725,0.00146484375,47,160.38,6,52,11,0,4096,0,0
51178,0.0297029702970297,303,0.0134380308010368,41,18,104.6,0.7603546409999999,0.3896484375,29,165.9,1596,50,11,0,4096,2,0
545725,0.0151843817787419,461,0.0108242495255874,38,27,91.9,0.465253994,0.143229166666667,45,133.7,880,63,7,0,6144,1,0
240826,0.0303867403314917,362,0.0209916703083228,26,22,77.1,0.649688725,0.39013671875,39,143.04,799,27,9,0,2048,0,0
657132,0.0268006700167504,597,0.011639454589568998,8,31,87.3,0.716983294,0.0768229166666667,28,189.64,472,64,10,0,6144,0,0
364969,0.0214669051878354,559,0.0191763721345958,21,28,74.7,0.932924753,0.0882161458333333,54,108.17,542,73,6,0,6144,1,0
517997,0.0160142348754448,562,0.0239011694510775,40,29,80.9,0.6762420640000001,0.06640625,32,113.8,408,63,9,0,6144,1,0
271774,0.0199004975124378,402,0.0209713125849197,15,20,68.5,0.274056334,0.120930989583333,44,86.4,743,55,8,0,6144,0,0
701869,0.0112994350282486,531,0.0104909595139601,42,27,114.6,0.5766812729999999,0.111328125,46,142.1,684,83,9,0,6144,0,0
8887,0.0249376558603491,401,0.00629053058594411,43,24,62.1,0.494816793,0.0789388020833333,55,95.18,485,117,4,0,6144,0,0
72326,0.0184757505773672,433,0.00621667184265225,32,22,61.0,0.052555223,0.174479166666667,43,79.59,1072,60,9,0,6144,2,0
933525,0.00854700854700855,585,0.0196855929546057,29,30,45.9,0.480935685,0.57958984375,45,54.25,1187,72,9,0,2048,1,0
664921,0.02,500,0.0173726165750919,36,29,74.7,0.710411481,0.1318359375,52,104.69,810,75,10,0,6144,1,0
825198,0.033033033033033,333,0.013386822790193,27,20,48.0,0.57554101,0.0963541666666667,55,118.56,592,50,10,0,6144,1,0
230420,0.020997375328084,381,0.0221138921892429,30,21,58.4,0.691894965,0.63232421875,40,87.8,1295,61,10,0,2048,2,0
495315,0.0144628099173554,484,0.007883523853717241,18,27,68.1,0.694879192,0.317626953125,42,90.86,1301,60,6,0,4096,0,0
87458,0.0166112956810631,602,0.0222214991502468,21,31,58.2,0.6793432159999999,0.177734375,56,124.05,1092,69,7,0,6144,0,0
668053,0.0232558139534884,473,0.0177986498957371,7,26,81.2,0.55568636,0.40185546875,55,90.92,823,76,10,0,2048,2,0
566900,0.0121580547112462,658,0.013538256443466998,22,35,79.3,0.480705402,0.297119140625,42,149.09,1217,65,7,0,4096,0,0
347465,0.0342105263157895,380,0.018187437381624,43,58,83.2,0.692288578,0.43115234375,53,155.01,883,67,9,0,2048,0,0
178837,0.0200501253132832,399,0.0200396928628907,34,26,87.4,0.691894965,0.05078125,41,166.17,104,44,11,0,2048,0,0
197976,0.027027027027027,481,0.018306275838806,39,67,64.5,0.5766812729999999,0.2412109375,62,87.28,1482,91,10,0,6144,2,0
110454,0.0120068610634648,583,0.0189379252438765,40,32,79.0,0.446264904,0.168294270833333,24,89.45,1034,76,11,0,6144,0,0
75554,0.0293333333333333,375,0.0221471652633348,21,21,83.9,0.465253994,0.61767578125,45,96.53,1265,73,11,0,2048,2,0
383712,0.0159574468085106,564,0.0192131396451026,44,35,73.5,0.6762420640000001,0.04833984375,42,145.47,198,71,11,0,4096,0,0
474935,0.0202702702702703,444,0.0142464562699897,31,25,109.9,0.674769965,0.0791015625,35,85.98,486,93,10,0,6144,0,0
779590,0.021505376344086,465,0.0106267612480864,34,24,42.2,0.504723331,0.3623046875,47,93.47,742,99,9,0,2048,2,0
491622,0.0210772833723653,427,0.0246633394742063,20,22,69.6,0.714351016,0.2080078125,64,153.18,852,46,8,0,4096,1,0
88381,0.0200803212851406,498,0.0227198667644019,17,30,83.5,0.480705402,0.137532552083333,51,99.57,845,70,9,0,6144,0,0
16216,0.0332541567695962,421,0.0200897391738826,26,28,101.5,0.465253994,0.279296875,41,116.71,1716,47,12,0,6144,2,1
200635,0.0299145299145299,468,0.026001712823337998,42,30,67.7,0.6762420640000001,0.0,56,86.17,0,61,14,0,6144,0,1
45606,0.023094688221709,433,0.0176469809997611,28,22,33.0,0.856387665,0.182454427083333,38,139.6,1121,50,9,0,6144,2,0
718659,0.0130434782608696,690,0.0157277658577677,17,36,46.1,0.701120968,0.12744140625,23,90.58,522,45,8,0,4096,0,0
344417,0.0196936542669584,457,0.0244318669201226,21,24,74.8,0.698716806,0.08740234375,55,108.57,537,88,9,0,6144,6,0
677026,0.018000000000000002,500,0.0255934980635823,27,27,76.1,0.504101766,0.3583984375,52,86.55,734,52,15,0,2048,0,0
935712,0.0218579234972678,549,0.0249130157667663,20,29,121.9,0.699822899,0.0,47,88.04,0,100,9,0,6144,0,0
263178,0.0152380952380952,525,0.0171338250201832,26,27,48.2,0.505495235,0.0654296875,32,109.57,402,51,10,0,6144,1,0
404978,0.0217391304347826,506,0.0202269626754763,20,31,59.1,0.630570968,0.16552734375,69,100.42,1017,59,10,0,6144,4,0
270052,0.0101596516690856,689,0.0242131396451026,28,36,40.6,0.762236806,0.2197265625,36,101.89,450,84,13,0,2048,1,0
99670,0.0161550888529887,619,0.00986783857974199,37,31,96.4,0.642413693,0.14306640625,34,82.42,586,54,11,0,4096,2,0
15012,0.0224719101123595,445,0.0200622267938441,31,28,84.9,0.465253994,0.213216145833333,47,114.67,1310,70,4,0,6144,1,0
931012,0.0134952766531714,741,0.0326911460651618,11,37,82.5,0.688403005,0.343017578125,43,117.29,1405,78,10,0,4096,2,0
